NU_INSCRICAO,CO_ESCOLA,NU_NOTA_CH,NU_ACERTOS_CH,NU_NOTA_CN,NU_ACERTOS_CN,NU_NOTA_LC,NU_ACERTOS_LC,NU_NOTA_MT,NU_ACERTOS_MT
170000103874,35134806,732.9,35,637.1,21,669.1,37,693.1,17
170000117912,35134806,621.4,22,617.8,19,599.1,30,709.6,18
170001757705,35286187,640.7,25,592.5,14,615.9,30,499.6,9
170000118284,35134806,671.9,30,567.6,14,597.6,28,667.8,15
170000116867,35134806,634.4,27,628.5,18,624.8,32,704.7,20
170001773378,35286187,630.8,25,666,27,617,31,766.6,24
170001794183,35134806,613.5,24,729.5,34,610.1,31,746.5,24
170001795862,35134806,740.9,38,642.4,21,679,40,692.5,19
170001797409,35134806,676.9,31,720.7,34,650.4,36,693.6,19
170001788707,35134806,665.7,31,617.2,18,596.6,30,653.3,17
170001789204,35286187,690.5,29,532.1,11,640,34,603.6,15
170001786242,35286187,639.8,28,648.7,22,563.1,23,691.2,17
170001797872,35286187,584.6,21,673.7,24,588.3,28,829.4,31
170001797949,35134806,651.2,27,673.1,23,603.9,30,779.5,26
170001778164,35286187,668.7,28,709,30,573.2,24,882.8,37
170003456578,35134806,645.7,28,771.8,36,611.3,29,786,28
170005165206,35286187,672.2,29,614.8,17,627.4,34,770.9,22
170000135531,35134806,745,38,657.1,24,636.3,33,745.8,23
170000132644,35134806,623.1,23,648.7,24,583.5,29,767.3,26
170000133894,35286187,624.4,22,634.6,23,607.6,29,821.3,32
170001823469,35134806,679.9,33,681.5,27,637.3,34,731.2,21
170001801696,35134806,617.5,23,611.5,16,640,34,714.7,21
170001808892,35134806,668.5,30,633.7,19,609.8,30,808.3,29
170000132260,35286187,633,24,680.2,28,633.5,34,803.6,26
170000139013,35563006,764.2,37,651.8,24,550.4,26,823.1,32
170005171356,35134806,606.1,22,647.1,22,606.3,31,761.8,24
170003465512,35134806,643.3,27,689.4,29,627.9,33,720.2,19
170005182958,35134806,669.8,30,537.3,12,594.1,27,805.5,29
170005171500,35134806,557,16,764.4,37,612.6,32,773.3,26
170003460322,35134806,678.9,30,703.4,30,534.7,22,643.3,17
170003471876,35134806,704.5,32,674.9,28,588.1,27,803.4,29
170001824692,35134806,663,26,575,14,667.1,36,633,12
170001802552,35134806,575.9,20,709.9,30,596.4,30,900.4,36
170005181256,35286187,692.4,33,582.1,16,578.8,26,535.1,9
170005171213,35563006,616.9,25,695.6,28,621.2,33,810.8,31
170003464372,35134806,681.2,30,702.3,28,607.8,31,778.3,26
170003453680,35563006,637.1,25,619.8,18,621.4,34,764.8,25
170003467772,35134806,639.5,26,719.4,33,615.2,32,641.7,15
170003472672,35134806,674.5,29,703.3,30,576.2,26,966,40
170003467442,35134806,675.1,31,652.1,23,649.6,34,707.5,19
170003482114,35134806,640.4,23,554.5,11,636.3,34,687.6,17
170000142530,35134806,567.8,17,782.6,40,607.6,31,594.6,12
170000137065,35134806,695.8,34,666.2,23,515.8,19,825.9,31
170001814858,35134806,570,16,675.4,27,680.6,39,725.8,21
170001803054,35134806,661.1,29,614.4,19,608.5,31,731.4,21
170003469538,35286187,630.6,29,692.3,30,645.6,36,882.2,37
170000127602,35134806,655.4,27,622,19,618.2,31,772,26
170000140510,35134806,603.4,25,701.6,29,648.2,38,757,25
170001804028,35134806,723.9,33,807.4,42,563.7,25,712.3,20
170001822727,35286187,685.1,30,694.2,28,630.3,33,921.1,38
170003477385,35134806,696.4,32,653.3,22,621,31,856,31
170003481661,35134806,643.4,25,638.9,21,623.6,35,619.8,15
170003497486,35134806,623.9,25,766.5,39,612.9,32,734.6,23
170003491406,35134806,769.6,37,656.7,24,591.3,27,618.2,15
170003488552,35134806,707.6,36,545.9,11,689.9,37,878.4,39
170001823317,35134806,573.1,17,643.8,22,668.6,37,838.2,31
170005176196,35134806,637.1,27,542.6,12,564.9,25,928.2,39
170005170690,35134806,621.1,25,762.5,36,569.3,24,716.9,20
170005164940,35286187,743.4,37,669.9,24,651.7,37,786.3,27
170003479957,35286187,736.5,37,759.1,37,680,40,773.2,25
170003479794,35134806,655,29,617.4,17,645.2,36,960.4,41
170005196615,35286187,639.3,27,695.2,30,592.3,30,682.8,17
170005205653,35134806,699.9,34,708.9,30,627.4,34,793.1,28
170005199137,35134806,664.6,29,618.3,18,612.4,29,847.8,30
170005195954,35134806,674.1,30,667.5,22,653.7,37,741,23
170005192302,35134806,624.6,28,680.1,27,589,28,886.9,36
170005188224,35134806,658.6,26,591.3,18,610.4,31,843.3,31
170000168074,35286187,706.7,33,737.7,34,625.5,32,624.9,16
170000169148,35286187,653.4,26,653.8,21,638.8,34,712.5,22
170000155254,35563006,685.1,30,581.7,19,635,33,733.3,23
170000151047,35134806,597.7,24,684.7,29,586.1,29,735.9,22
170005206639,35134806,645.7,28,646.5,22,602.5,30,849,31
170005183684,35134806,650.5,27,688.8,28,616.2,31,648.4,16
170005196062,35134806,628.1,27,686.3,26,632.5,35,918.7,39
170005202125,35134806,687.8,33,662.3,23,619.5,33,671.8,20
170005205188,35286187,663,31,727.7,35,684.7,37,745,24
170005201491,35286187,647.3,30,643.5,21,598.7,28,591.9,11
170005205265,35134806,662.7,31,684,29,628,32,714.7,20
170005185945,35134806,620.5,22,570.8,14,575.8,25,823.8,30
170000167673,35286187,654.1,28,684.4,28,606.9,31,809.8,31
170000170299,35134806,648.4,26,689.7,27,564.8,25,713.8,18
170000161839,35134806,638.4,28,606.3,15,646.2,36,887.5,35
170000150321,35134806,686,33,620.3,17,692.7,40,924.8,37
170000153658,35134806,639.5,26,753.9,36,500.8,17,738.2,22
170001830997,35134806,625.1,23,709.6,32,629.6,32,927.7,40
170001831299,35134806,601.4,23,634.6,19,597.2,29,677.5,19
170000171158,35134806,690.5,36,772.7,40,648,35,877.4,34
170001834947,35286187,671.5,29,694.3,29,672.2,35,655,19
170001847262,35134806,643.6,27,683.8,27,655.4,37,841.4,32
170001847337,35134806,725.4,37,613,20,659.1,38,725.2,23
170001850441,35134806,693.3,31,729.3,36,622.3,33,786.3,27
170001835493,35134806,685.6,32,632.3,23,630.1,36,856.9,32
170000187425,35134806,577.5,15,655.8,24,560,25,715.5,19
170001851299,35134806,690,32,654.6,20,635.4,35,804.5,27
170003515299,35134806,683.8,30,667.8,26,626.8,34,691.9,19
170001852107,35134806,647.8,26,673.6,25,621.1,32,780.4,27
170001865312,35286187,611.9,22,621.7,19,570.7,25,839,32
170001874601,35286187,627.8,24,701.1,28,624,33,647.7,16
170005222469,35134806,627.3,25,699.8,30,616,31,705.2,22
170003532060,35286187,602.9,20,612.3,16,600.8,28,962,41
170003543314,35286187,682.4,31,672.4,25,635.7,34,796,29
170003558117,35134806,700.9,32,759.5,36,679.4,40,853.5,33
170003561656,35134806,613.5,24,684.7,28,569.7,26,742.5,22
170005248508,35286187,682,31,707.3,31,658.8,36,718.7,20
170001898506,35563006,693.5,33,637,21,624.3,32,824.7,28
170001887217,35134806,672.7,35,647.7,20,678.1,38,642.4,18
170005263839,35286187,668.7,31,594.9,17,609.5,31,829.7,31
170005268046,35134806,591.4,20,673.8,28,626.9,33,674,17
170003583323,35134806,571,16,619.4,17,570.7,26,757.3,26
170003577038,35286187,714.9,34,530.3,12,579.5,27,787.3,28
170000235247,35134806,645.1,29,559.2,13,648,34,687.8,18
170001908758,35563006,626.9,24,616.1,16,605.1,30,687.7,19
170003592929,35134806,661.1,30,662.9,24,587.3,27,870,33
170003604576,35563006,593.4,21,636.1,21,635,33,698.4,19
170003610963,35563006,572.3,16,668.6,24,554.7,24,810.8,28
170005328030,35563006,615.3,23,688.7,27,535.8,19,654.4,15
170000281082,35286187,644.8,26,634.3,19,535.8,21,714.5,19
170005326964,35563006,635.3,24,733.8,34,607.4,29,888.7,35
170003628697,35286187,661.9,28,659.1,22,636.4,36,788,26
170003630960,35134806,619.3,22,599.9,15,585.6,27,649.4,17
170000311869,35286187,652.3,28,764.7,38,578.2,24,713.2,22
170001963917,35134806,663.8,30,622.4,21,599.6,30,627.9,15
170001968843,35286187,719.1,35,715.3,31,647.2,35,722.9,23
170005334260,35134806,643.6,25,663.7,23,621.3,33,616.3,16
170001950533,35134806,640.1,26,639.2,22,580.6,27,797.6,29
170000308068,35134806,643.1,27,648.5,22,656.6,37,742.8,21
170000311401,35134806,694.3,33,628.2,19,614.9,31,795.7,26
170001990142,35286187,626.1,25,648,21,618,33,821,30
170005352908,35134806,682.7,30,646.9,22,595.9,30,822.8,27
170005334438,35134806,653.8,31,695,30,552.2,22,972.5,42
170003636556,35286187,671.3,33,654.9,25,581.4,25,713.3,20
170000311589,35286187,661.4,29,666.3,24,621.7,32,713.8,20
170001983354,35286187,642,25,754,36,680,38,738.5,22
170000484800,35563006,645.6,24,670.5,26,602.1,29,672.1,15
170000467991,35134806,656.8,28,605.6,16,609.7,30,760.4,26
170000471088,35286187,677,31,640.1,19,623.5,34,571.5,12
170002264310,35286187,696.4,32,607.3,19,581.6,28,923.9,37
170000489653,35563006,751.8,36,652.3,23,583.6,25,743.2,22
170005646912,35286187,631.9,27,638.4,22,615,32,720.8,22
170002150988,35134806,679.8,32,756.6,39,677.3,37,624.2,12
170003758714,35134806,660.3,28,637,20,683,38,829.6,32
170003947505,35134806,606,23,728,33,639,33,742.1,23
170005644203,35286187,653.5,28,658.8,24,631.6,33,576.7,13
170000597774,35134806,646.8,26,591,16,560.3,23,466.6,12
170000586037,35286187,731.1,37,704.8,29,583.3,29,758,26
170000484910,35134806,633,24,635.5,20,595.9,29,585.3,14
170005464320,35286187,711.4,36,565.3,12,604.9,29,787.5,27
170005377381,35134806,637,27,481.4,9,626.2,33,803.5,29
170000468071,35134806,608.3,23,665.1,23,596.2,27,686.6,19
170003763987,35134806,720.5,34,637.7,22,629,36,474.3,12
170002290318,35134806,671.3,31,753.5,36,618.7,32,728.8,20
170003933097,35134806,556,16,634,19,560.1,23,698,22
170002151080,35134806,594.2,19,565.6,15,616.6,31,751.7,21
170000580425,35286187,668.1,29,686.5,28,599.8,31,857.9,35
170002154215,35286187,757.6,39,646.9,24,567.1,23,749.9,24
170002266709,35286187,631.4,25,659.7,26,541.4,23,810.6,30
170005473677,35286187,554,16,662.4,25,600.4,29,660.3,17
170002154627,35134806,676.4,31,677.3,25,604.5,31,724.4,22
170000487451,35286187,659.8,27,714.2,31,633.2,36,655.9,17
170002286050,35134806,645.2,25,653.8,20,634.3,32,594.6,15
170005476797,35134806,678.1,32,638.1,21,578.6,27,860.8,31
170000490301,35286187,660.3,28,635.7,23,541.8,20,657.7,15
170002148499,35286187,649.7,27,593.6,18,644.2,33,643.8,17
170003897071,35134806,617.6,25,687.7,28,626,32,792.1,28
170003936943,35134806,653.9,29,672.7,25,643.3,35,686,20
170003745238,35134806,621.2,24,549.7,14,602.9,27,785.5,28
170000566810,35134806,655.4,28,638.1,18,562.6,23,818.6,32
170000591559,35286187,652.5,29,749.6,36,626.2,33,940.6,40
170002272839,35134806,675.1,32,688.7,26,590.2,28,806.7,28
170000587609,35134806,546.9,16,690.3,28,574.7,25,583.8,13
170002154299,35134806,711.8,35,843.2,43,585.4,28,794,26
170002160436,35286187,694,31,656,23,617.3,31,773.6,27
170002283486,35134806,644.8,28,475.5,11,599.2,31,898.9,36
170002157658,35134806,665.5,31,675.9,26,605.7,29,696,19
170003925064,35286187,736.3,37,619.1,19,498.9,15,889.8,36
170000471328,35286187,656.4,29,689.2,29,595.4,30,806.4,28
170003765461,35134806,514.8,15,684.1,26,626,32,905.7,38
170003950969,35134806,623.3,24,779.8,41,580.6,28,757.3,26
170002249489,35134806,601.7,23,681.3,26,593.1,29,786.9,27
170000486897,35286187,658.6,28,669.7,25,653.4,34,672.9,17
170003756614,35134806,615.2,24,712.5,31,623.3,32,864.3,33
170003952998,35134806,674.4,32,690.9,27,484.9,16,742.2,25
170003937420,35134806,671.5,29,701.9,29,665.7,38,857.4,33
170000468430,35134806,618,24,661.7,23,585.9,26,649.1,17
170003919275,35134806,655,26,699.6,30,607.4,29,712.8,21
170002148329,35134806,708.9,36,615.2,18,593,28,559.4,14
170005647802,35134806,640.9,27,505.4,10,629.5,34,703.8,22
170000576254,35286187,703.3,34,681,27,620.1,31,834.5,32
170005623304,35134806,719.2,36,582.7,17,628.4,32,696.3,22
170001993878,35134806,657.9,28,596.9,17,630,32,740.6,23
170001974043,35286187,672,29,715,34,605.4,29,831.7,30
170005353811,35134806,629.9,27,673.3,24,624,31,724.9,22
170003641724,35286187,581.2,18,593.6,13,626.4,33,767.4,26
170000350360,35286187,644.8,27,690.5,27,651,37,733.2,25
170003652136,35134806,639.6,30,703.8,29,539.9,21,807.1,28
170002043797,35286187,710.1,34,637.3,21,614.5,33,660.8,15
170000376416,35286187,644.6,29,630.8,20,608.8,31,484.7,9
170000379123,35134806,672.3,31,727.8,34,557.6,23,807.7,27
170000388859,35134806,659.5,28,627.7,20,597.9,29,853.3,32
170000391944,35134806,629.4,26,575.4,18,615.8,31,774,24
170000392291,35134806,665.1,28,659.1,24,679.1,39,764.5,25
170000373996,35286187,631.8,26,693.1,28,654.2,36,792.1,27
170000371069,35286187,638.8,25,626.4,19,615.9,32,491,11
170000383852,35563006,642.5,27,688.6,28,624,33,730.8,22
170005414989,35134806,692.1,33,644.4,22,598.9,29,675.6,16
170005424332,35134806,663.6,32,669.5,24,586.7,28,832.4,31
170003741278,35134806,576.4,17,540.5,14,615,31,721.2,24
170005445031,35134806,645.5,25,681.7,28,584.8,29,813.4,28
170005406170,35286187,692.6,30,641,22,695.5,40,828.1,33
170002056096,35134806,660.9,29,666.8,24,600.1,30,834.1,31
170002069915,35134806,696.8,34,597.2,15,576.2,25,860.6,33
170000400834,35563006,634,25,681,26,607.8,30,743.8,22
170000398717,35134806,620.6,22,688.2,27,602,29,829.9,30
170000407501,35563006,592.6,21,672.6,24,644,35,836.7,31
170002058240,35134806,665.5,29,693.1,29,600,30,630.1,17
170002050039,35134806,637.2,24,691.2,29,607.1,31,804.2,28
170002065724,35286187,682.1,30,692.1,30,532.6,20,838.5,32
170002053571,35134806,696.5,31,647.1,23,635.3,34,755,23
170002065022,35134806,640,27,695.6,27,632.5,33,531.7,13
170002052111,35563006,691.2,34,626,21,642.2,36,780.4,25
170003739998,35286187,669.8,30,652.3,25,648.5,36,801.1,27
170003741569,35134806,626.8,24,617.8,19,583.4,28,786.5,26
170005448360,35563006,714,34,717.9,31,582.5,26,869.9,32
170002070615,35134806,677.9,30,692.7,28,604.2,28,842.8,31
170002069272,35563006,708.4,34,648,20,640.6,35,745.7,24
170002066362,35134806,630.4,26,692.2,31,604.4,30,784.1,26
170000406332,35134806,660.3,27,633.8,19,623.1,30,812.6,30
170000413903,35134806,653.7,28,715.2,32,548.2,21,650.2,17
170000407710,35286187,623.5,22,641.5,19,625.1,32,557,11
170000406990,35134806,612.7,20,640.3,20,633.7,33,799.1,28
170000395906,35134806,664.3,29,590.6,21,580.8,26,631.1,16
170000414654,35134806,646.9,29,699.7,27,578.7,25,855.4,31
170005445602,35134806,679.3,34,632,21,584.4,28,792.5,27
170002079012,35286187,651.5,28,667.2,25,602.2,29,734.3,22
170002079234,35134806,659.5,29,649.9,21,647.7,36,759.3,23
170002083658,35134806,601,20,672.6,25,601.2,29,844,31
170002084749,35286187,678.6,32,683.1,27,620.9,32,743.2,24
170002074957,35134806,609.8,21,669.7,23,554.8,23,804.5,29
170002081764,35286187,602,22,650.7,23,650.7,35,765.5,24
170002094824,35134806,616.8,25,625.6,20,605.9,30,679.4,17
170002085047,35134806,640.3,25,646.2,22,592.2,28,453.8,9
170002086323,35134806,626,26,638,20,544.7,23,825.3,29
170005439942,35134806,528.6,13,670.9,24,605.4,30,471.2,11
170003739737,35134806,657.1,30,676.5,25,576.5,27,656.9,15
170003741103,35134806,661.4,30,543.7,13,570,27,881.8,35
170005447815,35134806,673.8,29,668.2,25,671.8,38,789.3,27
170003756770,35286187,673.9,29,744.3,35,614.3,32,800.3,27
170002121399,35134806,653.6,27,640,22,567.3,25,673.4,16
170003751517,35134806,580,20,699.6,28,668.6,38,543.5,13
170005473532,35134806,658.4,28,611.7,17,617.4,31,772,25
170003781949,35286187,636,23,621.2,19,573.8,26,713.1,20
170005498393,35563006,664.9,28,657.9,23,565.6,27,765.8,23
170005495492,35134806,689.3,33,693.1,27,608.6,31,669.1,17
170002135286,35134806,706.1,34,566.9,14,631.8,33,799.6,27
170003786517,35134806,636.6,26,650.6,23,669,38,779.8,26
170000460616,35134806,653.3,29,661,24,659,36,929.7,38
170002133078,35134806,678.2,33,689.6,30,588.1,28,859.1,32
170003810002,35134806,674.1,31,686.1,29,588.8,27,710.4,23
170000442323,35134806,649.4,26,700,30,673.9,38,802.1,27
170000479287,35134806,678,32,669.1,24,600.3,30,779.5,27
170000479610,35286187,591.6,25,638.8,24,596.2,28,723.4,20
170002162513,35134806,621.3,22,658.2,23,624.7,32,677.5,19
170003824635,35134806,725.4,36,644.4,20,642.4,35,671.2,19
170003824670,35286187,678.9,29,607.3,17,585.8,27,724.9,20
170002159946,35134806,502,13,632.2,18,594.9,27,817.8,30
170003816666,35134806,653,28,662.6,24,609,30,835.3,32
170005511269,35286187,686.3,31,662.9,24,500.5,17,713.9,19
170000467407,35134806,707.2,35,626.4,16,612.9,30,648.3,16
170000479261,35134806,650.4,27,734.7,33,622.6,32,728.4,23
170002169113,35134806,628.1,25,605.8,16,605.6,30,723.8,22
170002162973,35134806,654.1,26,673.2,26,621.2,32,775.2,24
170000471911,35563006,657.5,26,667.7,26,581.9,28,754.1,25
170002170437,35134806,569.6,18,694.3,28,607.1,29,810.8,27
170003827613,35134806,633.3,28,686.5,27,603.9,28,721.1,20
170005514456,35286187,558.2,15,602,18,541.7,21,701.9,17
170005517934,35563006,595.4,19,644.8,23,541.2,24,762.7,23
170005521229,35134806,691.7,31,597.5,16,531,19,658,15
170005546596,35134806,706.8,36,592.2,17,669.2,38,636.4,16
170003836925,35134806,635.1,28,613.9,17,660,37,720.6,20
170003828294,35134806,608,25,666.1,23,601.5,28,733.1,22
170005529025,35286187,650.4,27,609.9,14,602.6,29,745.6,23
170003840557,35286187,657,29,629.5,19,601.1,30,792.2,27
170005547426,35134806,635.9,26,650.8,23,624,33,785.6,26
170005538231,35134806,629.8,26,652.5,25,570.8,24,729.5,22
170003836311,35286187,636.8,26,674.8,24,610.8,31,706.9,20
170000504022,35134806,671.9,30,604.4,17,629.5,35,588.2,13
170002181121,35134806,657.4,30,662.4,23,610.2,30,643.8,17
170000500432,35563006,599.8,23,656.5,24,645,36,783.7,28
170002193459,35134806,647.2,28,639.2,21,581.1,26,750.5,26
170000502151,35134806,639.5,26,603.6,16,596.3,29,787.1,26
170000492176,35134806,675.7,32,688.5,28,579.5,28,781.8,26
170002180778,35134806,614.6,24,694.4,29,629.2,32,701.8,21
170002179002,35563006,614.7,23,693.1,30,587.4,28,751.7,24
170002179024,35134806,694.8,32,626,19,632.4,35,720.2,21
170002179268,35286187,635.2,24,640.6,22,633.4,34,896.7,35
170003822645,35134806,669.3,32,500.2,12,618,31,699.3,19
170005532871,35134806,653.6,30,741.2,35,637.9,35,740.3,23
170005541819,35134806,647.5,28,673.7,28,686,40,837,33
170003822898,35134806,652.1,28,666.7,24,639.4,36,698.7,18
170003823346,35563006,632.5,26,714.6,32,656,36,612.3,15
170005551606,35134806,640.9,25,625,16,580.3,26,900.7,35
170005533596,35134806,602.1,21,606.9,17,603.3,31,687.1,18
170005543120,35134806,624.8,26,683.8,29,618.4,32,636.8,15
170005537058,35286187,616.9,22,767.6,39,621.2,32,676.9,17
170003821184,35134806,644.2,25,617.4,19,624.5,33,849.9,32
170002180235,35134806,666.6,30,615.6,17,611.8,30,859.3,34
170002183560,35286187,658.3,29,508.7,13,612,31,684.1,16
170003855059,35134806,697.9,36,667.9,22,642.2,35,789.8,28
170003852408,35134806,631.4,26,651.5,20,629.1,33,753.6,23
170003859850,35563006,646.7,29,677.7,27,632.8,34,697.2,18
170003852725,35134806,608.9,25,636.2,19,555.5,23,794,26
170003859888,35286187,712.2,33,661.5,24,642,33,913.2,38
170003865974,35134806,685.3,30,705.6,31,583.7,26,747.1,23
170003856867,35134806,646.8,26,632.5,18,579.3,27,649.5,18
170003866730,35134806,707.9,34,673.4,25,617.1,31,787.9,25
170003856286,35134806,652.9,30,713,32,643.8,34,752.5,25
170005574804,35134806,606.4,22,608.3,17,638.8,34,725,22
170005566587,35134806,656.3,30,558.7,16,635,35,770.7,25
170003847304,35134806,692.9,33,728.4,35,622.5,32,762,23
170005575687,35134806,626.1,30,667.9,23,613.5,33,772.6,25
170005576022,35286187,606.5,21,656.5,21,569.2,26,688.9,20
170003842576,35286187,599.9,22,671.9,24,599.9,29,732,20
170005552606,35134806,657.4,28,655.2,24,608.5,29,747.4,24
170000523308,35134806,665.5,29,672.4,24,608.1,31,703.6,20
170002217779,35563006,650,28,645,22,635.3,34,818.5,28
170002216190,35134806,692.1,31,638.2,19,585.9,27,794.2,28
170000539268,35134806,662.4,28,640.1,21,607.5,30,779.2,25
170002213979,35134806,635.3,27,630.5,20,595.1,28,953.7,40
170003868569,35134806,671.8,29,714.9,30,567.6,26,842.9,32
170002205158,35134806,394.2,7,676.4,27,608.9,31,762.8,24
170002196115,35286187,607,20,616.9,19,519,18,857.2,32
170000543210,35286187,643.5,25,753.5,38,541.3,21,795.5,28
170003891812,35134806,630.6,24,711.2,33,619.9,33,755,25
170003894915,35286187,657.6,30,666.1,24,598.9,30,682.3,20
170005609626,35134806,695.6,32,636.6,21,601.4,30,655.6,14
170002221552,35286187,656,29,628,22,611,29,757.6,23
170003977513,35286187,672.7,30,625.2,19,602,30,775.4,24
170003980900,35134806,630.7,23,669.6,26,601.4,30,889.9,34
170003965865,35134806,671.8,32,644.8,23,606.5,31,721.4,21
170005657655,35134806,611.8,24,619.6,18,571.2,26,730.4,21
170003963516,35563006,698.5,35,674.2,26,677.5,38,831.2,29
170003966278,35134806,646.1,26,716,31,595.6,29,825,30
170003964923,35134806,674,32,626.2,20,656.6,36,741.9,23
170003966702,35134806,670.3,30,693.4,28,578.2,27,885,36
170005662148,35134806,723.7,33,644.6,20,616.2,33,803.7,28
170005652413,35134806,681,32,633.3,19,636.4,33,824.4,29
170003957530,35563006,687,33,668,26,638.1,34,858.9,31
170005667896,35134806,688.4,32,692.2,27,597.4,30,929.6,40
170000626261,35563006,625.5,24,682,28,615.9,30,715.4,20
170002304226,35134806,645.2,24,769,37,637.7,34,736.6,21
170002304278,35134806,657.4,30,636.2,19,602.8,30,782.1,27
170000634064,35286187,642.5,26,632.4,19,643.1,35,909.5,35
170000637842,35134806,596.1,20,704.6,29,596.8,28,701.4,18
170005663213,35134806,590.1,19,764.1,38,584.8,26,704.3,19
170000636517,35286187,659.6,27,612.4,17,627.5,32,780,26
170000629052,35286187,671.5,29,655.6,22,630.6,34,779.4,27
170000634254,35286187,647.7,25,622.2,21,645.6,34,777.8,24
170000637183,35563006,647.6,26,720.9,32,558.1,24,842.9,31
170005691155,35134806,636.1,22,635.7,22,616.9,31,772.6,26
170005686496,35286187,653.5,28,661,23,619,31,890.7,35
170005698726,35134806,649.8,28,651.5,22,593.2,27,799.7,28
170005675816,35134806,676.1,29,658.9,22,628.6,31,734.9,24
170005691526,35286187,718,35,626.9,19,646.3,34,655.2,19
170002311750,35134806,715.4,37,651.9,22,626,32,763.9,23
170000646538,35134806,642.9,29,678.5,26,652.2,38,814.6,29
170000651635,35134806,626.8,25,672.8,28,581.4,29,698.6,21
170000646132,35286187,673.9,29,675.1,25,630.1,34,788.5,28
170000658758,35134806,765.7,38,691.3,32,621.8,33,555.7,13
170000641940,35286187,586.9,23,678.9,31,649.9,36,779.9,27
170000640435,35134806,635.6,27,650.4,22,611,32,756.6,24
170000619653,35286187,750.9,38,568.3,13,579.6,27,569.5,12
170002318689,35134806,648.1,28,636.5,19,588.6,27,753.7,23
170002300815,35134806,636.1,26,639.8,21,691.4,40,832.5,30
170005677949,35134806,685,34,666.9,23,601.3,27,615.6,16
170000654447,35134806,623.1,25,662.2,24,572.8,25,649.5,15
170000650661,35563006,614.2,23,708.9,29,669.1,37,786.8,28
170000656363,35134806,655.6,27,644.2,22,619.1,33,594.2,15
170005679760,35134806,650.6,27,640.7,22,554,24,883.8,35
170002332540,35134806,640.5,26,545.4,14,632.3,36,727.5,22
170002333132,35286187,688.9,32,647.8,23,628.3,33,765.1,26
170002336274,35134806,665.4,31,657.7,25,637.5,33,688.2,19
170002337535,35286187,647.7,26,569,14,617.7,34,548.4,14
170003996375,35286187,683.5,30,620.3,18,631.8,33,854.6,35
170003999058,35134806,630.2,26,607.6,20,617.8,34,803.1,28
170004022495,35134806,603.4,25,706.1,32,607.9,30,958,39
170004000988,35134806,657.1,29,637.6,20,571,26,789.5,25
170003992018,35134806,692,31,690.5,28,595,29,686.4,20
170000673097,35286187,658.8,28,665.9,23,619.6,32,743.5,24
170000670701,35134806,646.2,26,582.7,14,609.8,30,685,17
170000666420,35134806,527.9,15,611.4,19,631.2,35,902.5,37
170000673270,35134806,604.4,23,656.1,21,518.8,19,610,15
170004022557,35286187,671.9,29,738,35,600.3,28,797.2,27
