NU_INSCRICAO,CO_ESCOLA,NU_ACERTOS_CH,NU_ACERTOS_CN,NU_ACERTOS_LC,NU_ACERTOS_MT
160001245370,35563006,33,27,17,37
160001245411,35134806,27,39,23,28
160002148874,35134806,26,29,32,33
160002142115,35134806,35,15,29,30
160002160059,35134806,35,28,32,24
160002109900,35134806,21,43,30,36
160002138566,35563006,24,29,28,26
160002341619,35134806,42,26,32,34
160002334661,35286187,25,34,34,37
160002338955,35134806,37,34,35,17
160002342716,35286187,26,32,27,25
160008543257,35286187,26,34,32,35
160002339793,35286187,34,28,26,13
160001911801,35134806,28,39,16,36
160001879676,35134806,33,19,29,35
160001887214,35134806,28,20,28,16
160002211849,35134806,33,29,23,23
160002209015,35286187,27,27,25,26
160000643471,35563006,26,17,26,30
160000646452,35134806,30,29,19,21
160000640270,35134806,31,24,25,14
160002490168,35134806,26,29,30,30
160002410083,35134806,26,33,31,19
160002509700,35286187,28,33,21,35
160002495486,35563006,22,24,21,31
160000354722,35134806,30,36,38,28
160000319911,35286187,35,32,32,29
160000211108,35134806,28,30,31,23
160000224010,35134806,27,23,31,29
160000201214,35134806,23,31,29,14
160000175296,35563006,37,36,29,36
160000330684,35134806,33,24,29,30
160000498813,35134806,34,23,24,31
160000299736,35134806,31,15,24,23
160000467140,35134806,30,39,34,35
160000098668,35134806,34,26,36,35
160000484924,35286187,27,34,30,33
160000474569,35134806,24,19,25,18
160000103772,35134806,28,28,32,21
160000661146,35134806,38,43,25,15
160000488865,35134806,24,34,29,38
160000496119,35286187,37,11,14,37
160000004643,35286187,26,30,26,41
160000474914,35134806,30,23,22,29
160000090169,35286187,38,25,25,39
160000478685,35134806,35,41,33,32
160000248740,35134806,27,40,32,29
160000268757,35134806,26,38,31,26
160000261819,35134806,34,24,22,31
160000261934,35134806,28,36,28,39
160000277390,35563006,28,18,30,21
160000589373,35134806,32,17,33,15
160000341290,35286187,36,33,26,28
160000581903,35134806,34,40,22,33
160000339668,35563006,38,29,22,37
160000288687,35134806,30,28,18,23
160000543890,35134806,26,23,27,31
160000634290,35134806,33,17,30,35
160000592108,35286187,41,23,36,26
160000598341,35134806,34,31,30,31
160000598343,35134806,27,31,28,28
160000008303,35134806,25,39,27,22
160000085097,35134806,17,24,29,34
160000583988,35134806,31,18,27,36
160000021977,35134806,31,36,26,35
160000639194,35563006,28,24,30,36
160000658880,35563006,36,26,25,26
160002279910,35286187,24,15,32,38
160002235993,35563006,23,39,12,42
160000291615,35134806,41,36,26,29
160002270303,35134806,31,37,30,20
160000299498,35286187,27,32,32,28
160002239626,35286187,31,21,36,20
160000087510,35563006,20,45,38,30
160002727384,35134806,34,39,31,24
160000365411,35286187,25,39,38,28
160002783484,35134806,31,23,28,31
160000082189,35134806,32,36,31,24
160000048543,35286187,34,19,28,34
160002408767,35286187,40,30,30,38
160000646899,35563006,36,20,27,40
160002815653,35134806,37,27,23,30
160002822680,35134806,26,28,27,29
160002798729,35134806,32,27,25,28
160002802357,35134806,20,38,21,16
160000662851,35134806,36,28,28,30
160002830858,35286187,27,31,26,34
160000102530,35134806,26,31,27,27
160000253480,35134806,27,35,28,28
160000340076,35563006,29,34,33,34
160000512416,35134806,26,27,20,16
160000772442,35134806,30,15,13,24
160000610192,35563006,29,25,31,23
160002725900,35134806,31,35,25,35
160002736851,35134806,30,31,29,21
160000706413,35134806,33,28,23,21
160002566518,35134806,30,13,20,13
160000958744,35134806,26,31,33,37
160002883523,35134806,31,22,28,41
160000998318,35286187,33,31,26,36
160000672535,35286187,34,20,27,35
160003087536,35286187,32,38,28,39
160000991022,35134806,22,17,24,26
160000896704,35286187,37,17,20,32
160000843279,35134806,26,27,28,36
160000718869,35286187,27,41,29,36
160000832719,35286187,29,37,31,20
160000904215,35134806,31,35,36,39
160000790371,35134806,19,27,30,20
160000807642,35286187,18,40,30,31
160000961199,35286187,30,30,32,29
160000792366,35286187,40,32,15,25
160001049755,35134806,30,15,21,34
160000716319,35286187,34,20,25,35
160000869304,35286187,28,24,26,33
160000903454,35286187,34,24,28,19
160000880202,35286187,31,41,34,28
160000986955,35286187,32,21,21,22
160000762576,35286187,11,29,29,27
160000715969,35134806,25,23,23,25
160001012576,35286187,29,21,30,20
160000673568,35286187,28,25,36,19
160001144382,35563006,30,29,30,29
160001031737,35134806,40,26,29,28
160001072190,35134806,27,34,30,35
160000705319,35134806,37,21,28,33
160000968310,35134806,23,27,29,31
160000792629,35286187,32,24,28,17
160000805918,35134806,29,27,30,33
160000732052,35134806,29,27,26,32
160000673210,35134806,31,24,25,13
160000778593,35134806,31,32,29,23
160001104968,35134806,32,36,22,34
160001146330,35563006,27,25,30,24
160000797421,35286187,31,32,31,30
160001046941,35134806,29,39,30,16
160000810161,35134806,23,23,28,24
160000789130,35563006,30,26,30,28
160000835923,35134806,32,12,26,32
160000982727,35134806,30,26,17,25
160001122690,35134806,37,26,26,39
160000989878,35134806,34,13,32,37
160001108758,35134806,35,21,22,13
160000993522,35134806,34,31,25,17
160001036342,35134806,32,15,30,27
160001027818,35134806,17,18,20,34
160001205489,35134806,29,33,33,40
160000703291,35134806,33,25,30,34
160001071640,35134806,23,22,26,25
160001146639,35134806,33,29,22,36
160001539374,35134806,26,21,28,17
160001291352,35286187,27,34,20,36
160001403793,35286187,30,29,29,27
160001747673,35134806,29,36,32,16
160001770421,35286187,20,28,31,28
160001353648,35134806,33,11,28,32
160001644369,35134806,26,12,22,32
160002736939,35134806,39,33,25,23
160001324967,35563006,29,39,26,29
160001331984,35134806,38,43,25,41
160001621119,35134806,30,34,38,32
160001601412,35134806,29,16,24,16
160001829676,35286187,32,18,27,27
160001639041,35134806,35,21,28,26
160001697532,35134806,24,28,21,26
160001828826,35286187,36,21,29,28
160001689061,35134806,32,37,32,38
160001639115,35286187,31,21,27,35
160001662460,35563006,29,24,25,32
160001761582,35134806,24,18,27,17
160001944167,35286187,32,30,28,23
160001916912,35134806,29,23,26,30
160001709867,35134806,39,39,27,29
160001694185,35286187,25,41,23,23
160001670584,35286187,27,26,28,27
160001612256,35134806,27,18,26,33
160001745175,35134806,28,25,25,28
160001556081,35134806,28,23,38,28
160001885827,35134806,32,27,37,18
160001968079,35134806,35,29,28,36
160001943531,35134806,21,29,29,36
160001972884,35563006,23,41,28,20
160001666652,35134806,26,32,26,36
160001876483,35134806,33,35,26,16
160001890897,35134806,25,20,22,13
160001732492,35286187,29,25,34,13
160001859922,35134806,36,30,22,15
160001562874,35286187,34,30,28,22
160001867131,35134806,37,32,24,20
160002001152,35134806,29,34,32,17
160001563582,35134806,25,35,31,21
160002007617,35134806,27,30,36,34
160002052978,35286187,28,22,34,18
160002079624,35134806,34,27,30,21
160001758578,35286187,28,27,22,20
160001972693,35134806,32,29,27,28
160001730129,35286187,25,22,24,33
160001733798,35286187,33,14,24,24
160002107972,35286187,33,17,20,32
160001969356,35134806,33,14,27,25
160001754328,35286187,34,16,26,17
160002128069,35134806,28,22,28,37
160001857373,35134806,30,16,19,11
160002046826,35134806,23,16,25,26
160001991549,35134806,24,25,29,30
160002121456,35134806,22,28,22,35
160002137196,35563006,21,15,27,38
160002140809,35134806,32,16,36,34
160001752199,35134806,15,21,25,35
160001741538,35134806,24,33,31,35
160002224358,35286187,30,34,24,14
160001748334,35134806,30,22,38,40
160002141066,35134806,27,30,29,30
160002002012,35286187,23,29,27,34
160001850632,35134806,28,20,24,25
160001914533,35134806,38,23,29,20
160002191649,35286187,35,19,14,36
160003081491,35563006,30,36,25,21
160003239247,35134806,34,20,30,16
160003314354,35134806,29,27,24,19
160003012317,35134806,29,31,35,27
160003019623,35134806,22,40,26,14
160003253072,35134806,26,21,24,33
160002655992,35134806,31,28,29,25
160003057734,35134806,27,27,19,44
160003326076,35563006,18,14,31,32
160002629866,35134806,30,38,19,12
160003225680,35286187,30,24,26,21
160002922124,35286187,38,27,35,22
160002919185,35134806,26,38,28,24
160003188182,35134806,26,12,29,31
160003326162,35134806,31,19,27,25
160003220692,35286187,28,36,24,34
160003040917,35563006,34,21,31,38
160003232599,35563006,23,20,25,35
160003380357,35134806,28,17,32,29
160003368126,35286187,33,33,16,26
160003168663,35134806,32,16,30,21
160003020916,35134806,31,29,27,21
160003374860,35286187,38,28,25,20
160003174003,35286187,33,43,32,25
160003134783,35134806,29,36,17,33
160002653822,35134806,29,14,26,20
160002982048,35286187,32,26,23,25
160003241930,35134806,19,17,24,15
160003402722,35563006,32,21,22,31
160003165628,35134806,32,19,27,25
160003413766,35563006,34,20,29,29
160002986067,35286187,39,39,33,32
160003427829,35134806,16,35,29,31
160003250003,35286187,27,27,29,25
160002633179,35134806,20,32,29,39
160003283207,35286187,27,23,35,22
160003195579,35563006,19,37,26,34
160003160974,35134806,28,21,24,23
160002958598,35563006,32,21,24,24
160003153570,35134806,34,24,30,17
160003433666,35286187,25,32,29,24
160003244311,35134806,34,23,24,29
160002952069,35286187,32,31,17,35
160003237792,35563006,32,19,23,36
160003283317,35286187,30,32,32,22
160003342996,35134806,28,30,23,28
160003419149,35134806,32,24,19,16
160003212210,35563006,37,35,30,29
160003253763,35134806,27,37,29,38
160003349874,35134806,34,26,28,27
160003426863,35286187,16,24,33,22
160003137110,35286187,30,29,22,27
160003400664,35134806,26,23,29,28
160003352710,35286187,31,16,24,13
160003350828,35286187,26,25,32,40
160003351015,35286187,34,24,32,36
160003303112,35134806,28,28,24,26
160003151267,35134806,28,20,28,25
160003409251,35134806,29,36,29,26
160003194170,35134806,26,18,24,34
160003408579,35134806,25,35,31,39
160003273803,35134806,21,27,24,18
160003194270,35563006,30,39,32,23
160003246084,35286187,31,31,31,32
160003476949,35134806,21,25,24,20
160003252052,35286187,32,28,23,26
160003151741,35134806,30,35,20,20
160003302794,35134806,19,20,33,24
160003369814,35134806,35,26,30,20
160003447326,35134806,31,34,21,15
160003483073,35286187,31,18,17,34
160003394125,35134806,34,40,27,43
160003523470,35286187,30,37,31,22
160003438365,35134806,19,26,36,20
160003366410,35134806,31,26,33,37
160003563914,35134806,31,27,29,33
160003517700,35134806,27,32,30,17
160003605517,35134806,23,36,21,39
160003582538,35134806,27,22,34,28
160003604111,35563006,34,27,31,39
160003325989,35286187,30,36,28,40
160003365227,35563006,27,23,32,23
160003126446,35286187,35,26,20,27
160003155911,35286187,28,16,27,27
160003357407,35134806,32,30,25,29
160003472066,35134806,26,27,26,34
160003539591,35286187,35,25,15,38
160003456313,35286187,36,39,28,31
160003633794,35563006,26,40,20,33
160003495378,35134806,32,23,31,43
160003483858,35134806,34,20,18,23
160003711536,35286187,33,38,26,21
160003446411,35286187,29,30,31,17
160003666681,35134806,28,19,29,33
160003632731,35286187,31,35,19,24
160008556744,35134806,23,27,38,20
160003695956,35134806,30,38,26,24
160003722187,35134806,34,34,29,29
160003513946,35286187,39,24,27,15
160003649734,35286187,17,29,32,33
160003388769,35286187,19,23,37,38
160003380127,35134806,34,29,24,37
160003444545,35286187,27,31,20,31
160003780632,35134806,21,36,31,14
160003633976,35134806,39,34,26,18
160003374007,35134806,25,33,29,29
160003764348,35134806,34,37,28,32
160003484412,35134806,29,24,29,32
160003729231,35134806,22,27,28,24
160003769732,35134806,36,16,28,32
160003533254,35286187,24,37,25,34
160003437481,35134806,36,18,19,25
160003780139,35134806,35,25,35,37
160003437497,35134806,33,36,24,28
160003382850,35134806,34,15,34,14
160003587492,35286187,31,36,32,31
160003501393,35134806,30,39,17,20
160003561204,35286187,35,23,29,16
160003786490,35134806,32,17,29,25
160003765731,35134806,23,22,31,12
160003500938,35134806,26,21,19,8
160003606266,35286187,38,29,24,13
160003389581,35134806,22,30,22,21
160003383339,35134806,31,39,26,29
160003371608,35134806,31,23,13,18
160003505249,35134806,33,27,32,32
160003556991,35563006,21,32,29,30
160003635611,35134806,25,31,26,27
160003632001,35286187,33,39,30,32
160003625232,35134806,31,29,27,27
160003625265,35134806,29,16,22,20
160003816463,35134806,23,42,34,40
160003845927,35134806,22,14,31,37
160003844174,35134806,20,13,19,41
160003576033,35134806,33,20,31,27
160003474352,35134806,33,32,27,37
160003434158,35134806,32,9,26,22
160003810923,35286187,28,17,20,19
160003550722,35286187,36,12,18,17
160003487167,35134806,30,25,23,27
160003873531,35134806,30,19,20,19
160003772308,35134806,33,22,23,24
160003490969,35563006,14,37,21,16
160003906232,35134806,38,25,34,13
160003629467,35134806,22,31,28,25
160003630854,35563006,23,32,33,13
160003623252,35134806,20,31,28,30
160003718040,35134806,33,24,33,43
160003783823,35134806,26,38,20,40
160003859684,35563006,26,24,26,13
160003543101,35134806,12,38,20,16
160003477435,35286187,26,32,33,19
160003626723,35134806,28,34,29,30
160003620441,35563006,20,18,33,29
160003901670,35286187,40,22,31,37
160003528672,35134806,30,15,31,14
160003622254,35134806,27,20,23,32
160003877408,35134806,23,33,15,39
160003556703,35134806,33,21,23,15
160003478992,35134806,31,18,24,29
160003833661,35286187,29,15,34,23
160003738087,35134806,25,28,25,32
160003668941,35134806,34,18,28,31
160003904582,35134806,35,33,22,32
160003913087,35134806,37,38,28,30
160003866972,35134806,31,36,29,23
160003828557,35134806,21,18,28,22
160003916450,35286187,27,15,36,40
160003890706,35134806,19,26,29,44
160003667377,35286187,27,32,25,21
160003667400,35563006,27,35,29,38
160003499242,35134806,38,31,31,38
160003892563,35286187,31,35,24,29
160003824927,35134806,23,20,31,37
160003674795,35134806,19,36,32,19
160003908888,35134806,22,39,32,15
160003830908,35134806,29,17,26,20
160003822793,35286187,32,33,36,33
160003891547,35134806,37,12,36,27
160003870810,35134806,34,18,20,26
160003907730,35134806,27,26,27,28
160003532766,35134806,28,39,22,28
160003608413,35134806,33,20,17,30
160003891940,35134806,35,31,31,24
160003781860,35563006,32,22,30,34
160003776527,35134806,31,41,17,17
160003825576,35134806,32,34,26,24
160003492445,35286187,24,28,32,40
160003833344,35134806,39,37,33,16
160003617118,35134806,36,24,31,31
160003858534,35134806,20,30,26,37
160003799988,35134806,26,30,28,36
160003733219,35286187,34,22,30,18
160003856147,35134806,20,16,27,35
160003775568,35134806,28,21,29,39
160003654586,35134806,34,36,23,34
160003811943,35134806,18,13,19,39
160003904706,35134806,29,25,29,33
160003738599,35134806,30,28,28,18
160003907810,35134806,31,25,19,34
160003917897,35563006,35,31,21,24
160003662486,35134806,21,18,23,34
160003688167,35134806,31,34,34,21
160003493076,35134806,36,23,25,13
160003745833,35134806,28,41,27,28
160003619244,35134806,28,17,31,37
160003612113,35134806,21,24,26,25
160003832697,35134806,22,34,25,31
160003833837,35286187,28,43,29,23
160003798744,35134806,34,21,16,32
160004188797,35563006,20,37,32,28
160004166327,35563006,24,40,31,40
160003956010,35134806,25,25,28,35
160004261703,35134806,35,34,27,28
160004021892,35286187,29,33,29,28
160004283335,35134806,25,17,31,15
160003945000,35134806,32,35,32,20
160004176870,35134806,27,26,28,6
160003987117,35134806,31,35,19,22
160004324617,35286187,36,30,19,28
160004028627,35134806,30,22,31,22
160004050609,35134806,35,14,23,23
160003950821,35286187,38,27,25,38
160004039668,35134806,35,31,33,40
160004077665,35134806,17,22,28,39
160004004528,35134806,28,22,20,11
160003951701,35134806,31,21,28,32
160004091244,35134806,28,25,26,37
160003969447,35134806,31,32,25,28
160004338474,35134806,32,37,13,25
160004204472,35134806,23,35,25,23
160004181141,35134806,36,24,31,32
160004181158,35134806,25,28,32,31
160004086094,35134806,31,25,26,28
160004270309,35134806,28,16,21,30
160004181477,35134806,31,16,27,34
160004062551,35286187,28,19,22,29
160004091781,35563006,28,24,20,33
160004092387,35286187,28,22,31,38
160004263965,35134806,28,22,24,25
160004361360,35134806,21,39,28,30
160004044169,35134806,15,39,29,40
160004191733,35286187,26,38,28,28
160004073791,35563006,36,21,33,24
160004137600,35134806,33,35,32,39
160004384264,35134806,27,33,35,28
160004369533,35286187,22,29,25,33
160004364101,35134806,30,15,35,43
160004073628,35134806,23,20,33,26
160004207239,35286187,23,17,36,16
160004210949,35134806,20,34,29,32
160004159080,35134806,23,33,20,17
160004264849,35134806,23,30,32,27
160004150794,35134806,27,36,33,27
160004086241,35286187,36,19,26,35
160003972292,35286187,32,40,25,26
160004368102,35563006,30,35,32,30
160004115276,35286187,37,17,18,12
160004365457,35563006,30,21,35,22
160004181904,35286187,36,35,30,35
160004246573,35286187,28,37,27,28
160004174648,35134806,22,25,32,40
160004209777,35134806,21,18,32,28
160004224492,35134806,25,14,32,26
160004007853,35134806,29,33,26,19
160004029907,35134806,31,31,19,32
160004154736,35134806,32,32,32,26
160004210484,35134806,36,39,32,18
160004477113,35563006,28,28,30,20
160004250556,35286187,36,13,31,37
160004408448,35134806,25,26,14,30
160004303050,35134806,25,13,23,42
160004310375,35134806,30,25,17,28
160004429498,35134806,31,12,26,11
160004357581,35286187,31,36,12,30
160004446535,35134806,28,29,32,10
160004403113,35134806,17,27,22,31
160004513628,35134806,23,14,30,22
160004219626,35286187,33,18,21,22
160004535652,35134806,38,39,25,29
160004014363,35134806,30,30,36,30
160004586508,35563006,35,38,32,19
160004708895,35286187,21,31,29,27
160004699059,35563006,21,27,22,29
160004314385,35134806,24,21,29,27
160004339695,35134806,15,27,24,38
160004916755,35134806,23,14,29,20
160004767770,35134806,28,21,15,30
160005005106,35134806,33,14,26,33
160005071506,35286187,23,29,21,11
160005015431,35286187,32,21,15,17
160004690852,35134806,24,14,29,21
160004789264,35563006,27,18,21,41
160005082504,35286187,36,30,25,19
160004786973,35286187,27,28,20,38
160004752069,35134806,31,22,27,28
160004682561,35134806,29,38,28,34
160004856520,35134806,28,40,29,34
160005121393,35134806,23,37,32,16
160005050089,35134806,28,9,22,44
160005079555,35134806,27,18,20,17
160004794369,35286187,33,21,27,25
160004860518,35134806,19,21,22,31
160004991159,35134806,21,19,22,30
160004910102,35286187,22,28,18,19
160005106041,35134806,30,22,19,27
160005154165,35563006,27,32,25,42
160005080288,35134806,29,17,18,21
160004838344,35286187,33,16,28,22
160005032402,35134806,29,33,26,41
160004916515,35134806,30,21,26,20
160004856730,35563006,31,27,23,39
160005048922,35134806,27,23,19,31
160005032710,35134806,29,29,29,18
160005031713,35134806,26,36,21,40
160004837148,35134806,25,12,35,15
160005056315,35134806,27,18,20,42
160005212999,35134806,17,40,30,34
160005201394,35286187,25,17,21,40
160005359084,35134806,18,40,32,33
160005305157,35134806,28,19,18,36
160005096901,35134806,24,33,32,15
160005512938,35134806,24,26,21,28
160005579343,35563006,34,42,32,24
160005348139,35134806,20,6,21,38
160005630760,35134806,27,22,22,23
160005360113,35134806,30,17,37,18
160005629058,35286187,35,23,20,14
160005575041,35286187,31,20,25,13
160005488685,35134806,21,36,23,18
160005577438,35563006,28,41,28,31
160005496841,35134806,23,18,21,29
160005585964,35563006,39,29,31,16
160005600254,35134806,22,43,28,28
160005578897,35286187,34,22,25,33
160005467546,35134806,25,31,24,27
160005260085,35134806,29,24,33,17
160005560522,35134806,29,13,29,31
160005695966,35134806,23,41,32,15
160005419876,35563006,30,17,27,8
160005783184,35134806,23,39,22,38
160005257207,35134806,28,36,30,22
160005483921,35134806,16,25,12,29
160005751491,35286187,35,29,33,22
160005260889,35134806,26,31,32,37
160005434673,35286187,30,18,36,33
160005709945,35134806,35,19,29,35
160005502965,35563006,38,37,32,36
160005839901,35134806,27,16,18,34
160005464324,35134806,30,37,30,31
160005785382,35134806,39,21,34,41
160005450190,35563006,30,21,27,34
160005642231,35563006,26,24,33,41
160005707601,35134806,22,17,21,25
160005930635,35134806,27,26,21,27
160005956677,35563006,40,23,20,23
160005658990,35134806,19,13,24,22
160005984044,35563006,33,26,26,40
160005806309,35563006,33,24,31,23
160005835836,35134806,31,24,26,23
160005649680,35134806,31,39,19,30
160006015287,35134806,32,30,29,44
160005697208,35134806,26,19,29,20
160005732805,35286187,35,35,32,19
