NU_INSCRICAO,CO_ESCOLA,NU_NOTA_CH,NU_ACERTOS_CH,NU_NOTA_CN,NU_ACERTOS_CN,NU_NOTA_LC,NU_ACERTOS_LC,NU_NOTA_MT,NU_ACERTOS_MT
160000789130,35563006,675.2,30,656.5,26,662.7,30,776.6,28
160000835923,35134806,683.2,32,522.7,12,609.3,26,819.9,32
160000982727,35134806,686.2,30,666.5,26,549.6,17,757.3,25
160001122690,35134806,757.3,37,654.7,26,641.6,26,914.3,39
160000989878,35134806,711.2,34,427,13,684.2,32,874.7,37
160001108758,35134806,728.7,35,626.4,21,583.7,22,560.2,13
160000993522,35134806,689.2,34,707.2,31,621.3,25,620.2,17
160001036342,35134806,677.2,32,544.4,15,656.8,30,750.4,27
160001027818,35134806,557.1,17,611.1,18,583.9,20,809.2,34
160001205489,35134806,669.9,29,703,33,679.7,33,944.2,40
160000703291,35134806,686.8,33,660.5,25,644.7,30,844.2,34
160001071640,35134806,614.6,23,619.6,22,628.9,26,754.7,25
160001146639,35134806,682.8,33,685.9,29,588.9,22,856.1,36
160001539374,35134806,633.9,26,640.6,21,656.7,28,624.6,17
160001291352,35286187,636.1,27,722.3,34,593.4,20,845.2,36
160001403793,35286187,661.6,30,688.4,29,661.2,29,754.6,27
160001747673,35134806,657,29,742.2,36,661.9,32,539.2,16
160001770421,35286187,598.6,20,691.3,28,673.3,31,736.9,28
160001353648,35134806,707.9,33,473.4,11,657,28,804.8,32
160001644369,35134806,654.9,26,525.3,12,596.7,22,797.9,32
160002736939,35134806,763,39,712.4,33,634.5,25,705,23
160001324967,35563006,653.5,29,771.1,39,641.8,26,786.4,29
160001331984,35134806,746,38,831.3,43,622.1,25,945.9,41
160001621119,35134806,666,30,725.4,34,744.6,38,813.7,32
160001601412,35134806,644.7,29,596.8,16,634.6,24,615.3,16
160001829676,35286187,656,32,598,18,644.1,27,762.6,27
160001639041,35134806,708.9,35,616.5,21,646.6,28,717,26
160001697532,35134806,612.4,24,670.1,28,609.9,21,752.7,26
160001828826,35286187,722.5,36,619,21,652.3,29,773.1,28
160001689061,35134806,693.3,32,765.8,37,677.2,32,888.7,38
160001639115,35286187,657.3,31,614.6,21,644.8,27,845.2,35
160001662460,35563006,667,29,647,24,624.4,25,793.6,32
160001761582,35134806,637.8,24,611.5,18,642.5,27,640.4,17
160001944167,35286187,707.6,32,702.7,30,634.7,28,714.2,23
160001916912,35134806,653.1,29,634.6,23,630.2,26,772.7,30
160001709867,35134806,753.7,39,762.5,39,634.1,27,779.5,29
160001694185,35286187,614.7,25,791.4,41,598.9,23,693.6,23
160001670584,35286187,659.4,27,654.5,26,639.4,28,757.7,27
160001612256,35134806,632.6,27,587,18,640.4,26,813.7,33
160001745175,35134806,664.7,28,645.9,25,617.8,25,763.8,28
160001556081,35134806,658,28,640.7,23,726.3,38,771.4,28
160001885827,35134806,671.8,32,661.3,27,750.1,37,639.1,18
160001968079,35134806,711.1,35,696.4,29,645.5,28,881.4,36
160001943531,35134806,612.7,21,682.2,29,658.4,29,848.7,36
160001972884,35563006,615.2,23,792,41,644,28,685.6,20
160001666652,35134806,648.5,26,714.9,32,638.2,26,865.8,36
160001876483,35134806,683.1,33,729,35,637.2,26,644.1,16
160001890897,35134806,623.2,25,595.9,20,600.3,22,563.6,13
160001732492,35286187,670.3,29,655.4,25,692.8,34,536.6,13
160001859922,35134806,735.4,36,678.5,30,603.2,22,585.4,15
160001562874,35286187,707.5,34,683,30,644,28,701.6,22
160001867131,35134806,717.1,37,696.7,32,614.5,24,662.6,20
160002001152,35134806,680.7,29,717.8,34,666.9,32,650.9,17
160001563582,35134806,626,25,731.9,35,648.8,31,711,21
160002007617,35134806,644.6,27,679.7,30,698.1,36,811,34
160002052978,35286187,657.5,28,625,22,696.1,34,642.1,18
160002079624,35134806,686.2,34,642.5,27,648.9,30,657.3,21
160001758578,35286187,650.7,28,657.8,27,600.2,22,692.9,20
160001972693,35134806,696.7,32,689.4,29,632.4,27,785.8,28
160001730129,35286187,639.4,25,630.5,22,603,24,835.1,33
160001733798,35286187,686.2,33,559.3,14,610.9,24,707.1,24
160002107972,35286187,700.5,33,586.1,17,573.8,20,834.5,32
160001969356,35134806,694.4,33,553.7,14,639.7,27,690.7,25
160001754328,35286187,687.4,34,582.5,16,621.7,26,632.6,17
160002128069,35134806,667.2,28,616.8,22,639.6,28,885.1,37
160001857373,35134806,666.2,30,570.6,16,586.9,19,549.5,11
160002046826,35134806,635.4,23,505,16,631.8,25,765.3,26
160001991549,35134806,620,24,648,25,656.3,29,781.5,30
160002121456,35134806,591.7,22,677.8,28,603.2,22,849.2,35
160002137196,35563006,580.3,21,567.6,15,640.3,27,900.8,38
160002140809,35134806,672,32,543.6,16,710,36,824.2,34
160001752199,35134806,564.4,15,609.6,21,625.2,25,869.6,35
160001741538,35134806,618.1,24,712.7,33,665.1,31,861.8,35
160002224358,35286187,671.2,30,728.4,34,611.8,24,576.5,14
160001748334,35134806,680.7,30,627.3,22,708,38,904.9,40
160002141066,35134806,661.1,27,703.9,30,648.6,29,792,30
160002002012,35286187,606.8,23,663.5,29,629.8,27,811.2,34
160001850632,35134806,652,28,620.1,20,608.7,24,724.9,25
160001914533,35134806,762.3,38,637.2,23,660.6,29,685.9,20
160002191649,35286187,710.1,35,603.7,19,527.5,14,825.1,36
160003081491,35563006,656.1,30,735.1,36,607.9,25,691.3,21
160003239247,35134806,671.9,34,587.2,20,657.8,30,630.5,16
160003314354,35134806,650.4,29,669.2,27,618.2,24,673.7,19
160003012317,35134806,653.6,29,698.2,31,699.7,35,742.6,27
160003019623,35134806,606.3,22,767.8,40,634.5,26,587.4,14
160003253072,35134806,616.8,26,625.1,21,618,24,851.7,33
160002655992,35134806,689.7,31,669.1,28,667.7,29,720.4,25
160003057734,35134806,627.2,27,674.8,27,576.3,19,984.3,44
160003326076,35563006,578.4,18,550.1,14,671.9,31,822.5,32
160002629866,35134806,684.8,30,776.2,38,566.3,19,587.4,12
160003225680,35286187,664.5,30,626.3,24,645.2,26,685.9,21
160002922124,35286187,748.3,38,650.7,27,695.2,35,700.1,22
160002919185,35134806,640.5,26,748.7,38,630.1,28,720.9,24
160003188182,35134806,614.3,26,443.9,12,649.7,29,813.1,31
160003326162,35134806,673.7,31,592.2,19,650.5,27,752.4,25
160003220692,35286187,631.9,28,731.9,36,619.2,24,830.5,34
160003040917,35563006,686.9,34,620.8,21,668.5,31,895.5,38
160003232599,35563006,604.7,23,600.7,20,630,25,848.3,35
160003380357,35134806,649.1,28,540.8,17,660.4,32,776.3,29
160003368126,35286187,709.2,33,715.8,33,548.3,16,734.6,26
160003168663,35134806,679.9,32,582,16,671.7,30,675.3,21
160003020916,35134806,635.3,31,683,29,645.8,27,684.4,21
160003374860,35286187,746.1,38,680,28,635.2,25,633,20
160003174003,35286187,680.4,33,813.4,43,652.9,32,745.5,25
160003134783,35134806,657.2,29,732.2,36,558.9,17,831,33
160002653822,35134806,669.7,29,513.7,14,628.6,26,706.9,20
160002982048,35286187,691.7,32,652.3,26,604.9,23,737.5,25
160003241930,35134806,591.8,19,590.3,17,635.5,24,592,15
160003402722,35563006,680.1,32,614.9,21,600,22,804,31
160003165628,35134806,683.5,32,601,19,620.7,27,751.8,25
160003413766,35563006,724.7,34,627,20,657.4,29,791.1,29
160002986067,35286187,783.8,39,774.7,39,693.8,33,814.4,32
160003427829,35134806,536.8,16,731.9,35,654.2,29,804.4,31
160003250003,35286187,657.1,27,661.4,27,658.3,29,749.3,25
160002633179,35134806,605.9,20,699.2,32,628.5,29,920.4,39
160003283207,35286187,644.4,27,639,23,706.7,35,725,22
160003195579,35563006,604,19,737.3,37,641.1,26,826.5,34
160003160974,35134806,663.6,28,607.4,21,612.6,24,728.2,23
160002958598,35563006,684.2,32,611.2,21,622.9,24,734.9,24
160003153570,35134806,694.8,34,657.4,24,668,30,642.1,17
160003433666,35286187,641.2,25,706.5,32,616.9,29,690.7,24
160003244311,35134806,717.1,34,634.8,23,620.1,24,786,29
160002952069,35286187,681.1,32,712.1,31,567.3,17,862.8,35
160003237792,35563006,708,32,581.9,19,621.4,23,844.6,36
160003283317,35286187,665.9,30,698.5,32,695.6,32,725.2,22
160003342996,35134806,654.1,28,688.9,30,608.3,23,778.5,28
160003419149,35134806,677.5,32,639.1,24,590.4,19,656.2,16
160003212210,35563006,740.5,37,734.8,35,672,30,756.5,29
160003253763,35134806,642.9,27,752.9,37,641.7,29,877.1,38
160003349874,35134806,708.4,34,667.7,26,651.2,28,763,27
160003426863,35286187,540.4,16,637.9,24,663.3,33,697.8,22
160003137110,35286187,678.5,30,670.7,29,616.8,22,775.6,27
160003400664,35134806,632.4,26,639.8,23,631.2,29,772.2,28
160003352710,35286187,663.1,31,538.7,16,615.2,24,583.5,13
160003350828,35286187,640.7,26,637.4,25,672.7,32,907.6,40
160003351015,35286187,689.2,34,629.4,24,682.1,32,869.3,36
160003303112,35134806,645.5,28,659.9,28,609.7,24,721,26
160003151267,35134806,661.7,28,625.2,20,645.7,28,727.2,25
160003409251,35134806,654.4,29,730.8,36,660.1,29,738.5,26
160003194170,35134806,639.2,26,594.8,18,625.6,24,827.3,34
160003408579,35134806,638.8,25,728.7,35,669.8,31,886.5,39
160003273803,35134806,605.3,21,672.3,27,625.2,24,628.6,18
160003194270,35563006,671.4,30,761.1,39,684.7,32,713.7,23
160003246084,35286187,661.9,31,691.8,31,687.6,31,819.6,32
160003476949,35134806,591.7,21,650.5,25,605.7,24,662.7,20
160003252052,35286187,674.3,32,669.2,28,607.7,23,758.2,26
160003151741,35134806,663.3,30,737.1,35,588.8,20,657.1,20
160003302794,35134806,591.2,19,614.6,20,689.7,33,721.4,24
160003369814,35134806,690.4,35,662.2,26,653.3,30,638,20
160003447326,35134806,675.2,31,718.1,34,606,21,622.5,15
160003483073,35286187,691.7,31,606.1,18,555.8,17,818.7,34
160003394125,35134806,701.9,34,761,40,631.6,27,959.9,43
160003523470,35286187,684.4,30,750.1,37,645.6,31,691.1,22
160003438365,35134806,593.3,19,661.2,26,694.6,36,677.9,20
160003366410,35134806,675.7,31,647.5,26,659,33,879.4,37
160003563914,35134806,679.8,31,671.4,27,643.1,29,816.2,33
160003517700,35134806,631.3,27,709.3,32,663.8,30,624.1,17
160003605517,35134806,600.9,23,742.3,36,593,21,904.7,39
160003582538,35134806,617.9,27,631.1,22,673.8,34,772.7,28
160003604111,35563006,711.2,34,655.6,27,670.2,31,902.1,39
160003325989,35286187,681.5,30,730.5,36,652.7,28,933.5,40
160003365227,35563006,647.7,27,628.1,23,677.6,32,696.8,23
160003126446,35286187,737.5,35,657.2,26,598.6,20,746.9,27
160003155911,35286187,668.1,28,595.4,16,631.1,27,754.6,27
160003357407,35134806,701.8,32,688.7,30,628,25,786.3,29
160003472066,35134806,638.8,26,653.9,27,631.1,26,819.6,34
160003539591,35286187,732.1,35,651,25,519.9,15,896.1,38
160003456313,35286187,721.1,36,747.7,39,643.9,28,806.7,31
160003633794,35563006,650.1,26,763,40,608.5,20,824.1,33
160003495378,35134806,687.7,32,628.2,23,679.4,31,975.3,43
160003483858,35134806,727,34,605.8,20,581.2,18,721.8,23
160003711536,35286187,683.4,33,757.3,38,617.7,26,665,21
160003446411,35286187,667.4,29,686.8,30,681.2,31,603.3,17
160003666681,35134806,643.3,28,595.7,19,654.7,29,835.1,33
160003632731,35286187,668.2,31,738.1,35,586.9,19,735.6,24
160008556744,35134806,619.6,23,671.8,27,747,38,695.9,20
160003695956,35134806,650.9,30,757.5,38,627.8,26,734.7,24
160003722187,35134806,711.2,34,721.6,34,650.5,29,779.1,29
160003513946,35286187,759.3,39,636.3,24,641.5,27,629,15
160003649734,35286187,547.5,17,692.8,29,677.1,32,808,33
160003388769,35286187,588.2,19,640.4,23,721.7,37,900.3,38
160003380127,35134806,695.4,34,670.3,29,623.5,24,889,37
160003444545,35286187,630.4,27,706,31,606.8,20,778.2,31
160003780632,35134806,610.7,21,748.5,36,669.9,31,612.8,14
160003633976,35134806,781.6,39,725.8,34,635.7,26,666.7,18
160003374007,35134806,617.2,25,711.5,33,668.1,29,781.4,29
160003764348,35134806,708.7,34,757.7,37,655.1,28,804,32
160003484412,35134806,662,29,636,24,658.5,29,830.6,32
160003729231,35134806,611.8,22,680.3,27,629.8,28,699.7,24
160003769732,35134806,733.1,36,579.7,16,645.8,28,803.1,32
160003533254,35286187,629.6,24,747.1,37,616.7,25,841.4,34
160003437481,35134806,717.9,36,559.2,18,573.4,19,729.6,25
160003780139,35134806,717.5,35,659.7,25,701.8,35,875.7,37
160003437497,35134806,700.7,33,727.9,36,619.6,24,770.5,28
160003382850,35134806,718.5,34,546.6,15,706.2,34,576,14
160003587492,35286187,696.5,31,731.3,36,677.3,32,785.7,31
160003501393,35134806,676.3,30,760.2,39,553.7,17,680.4,20
160003561204,35286187,692,35,624.2,23,650.9,29,626.7,16
160003786490,35134806,682.8,32,572.1,17,643.7,29,744,25
160003765731,35134806,616,23,628.6,22,676.6,31,563.5,12
160003500938,35134806,629.2,26,601,21,596.9,19,433.8,8
160003606266,35286187,726,38,688.5,29,616.2,24,464.9,13
160003389581,35134806,600.7,22,674.8,30,602.3,22,712.2,21
160003383339,35134806,691.8,31,770.8,39,617.5,26,771.8,29
160003371608,35134806,684.4,31,631.7,23,493.8,13,635.9,18
160003505249,35134806,707.1,33,655.1,27,677.8,32,770.9,32
160003556991,35563006,603.5,21,711.3,32,657.4,29,773.5,30
160003635611,35134806,636.2,25,696.1,31,631.5,26,777,27
160003632001,35286187,676.8,33,763.9,39,647.9,30,826.4,32
160003625232,35134806,678.3,31,688.6,29,629.4,27,752,27
160003625265,35134806,661.6,29,573.2,16,614.9,22,637.2,20
160003816463,35134806,614.9,23,808.2,42,690.8,34,920.9,40
160003845927,35134806,612.6,22,528,14,675.6,31,839.1,37
160003844174,35134806,562.7,20,566.9,13,578.8,19,951.6,41
160003576033,35134806,692.4,33,594.9,20,683.3,31,755.4,27
160003474352,35134806,708.7,33,711.4,32,638.4,27,873.1,37
160003434158,35134806,683.4,32,520.6,9,628.9,26,688.4,22
160003810923,35286187,635.7,28,567.2,17,598.1,20,680.2,19
160003550722,35286187,716.7,36,532,12,578,18,621.2,17
160003487167,35134806,676.6,30,654.5,25,614,23,742.5,27
160003873531,35134806,693.2,30,621.3,19,585.8,20,646.3,19
160003772308,35134806,688.4,33,637,22,605.9,23,724,24
160003490969,35563006,530,14,730,37,586.9,21,637.6,16
160003906232,35134806,739,38,651.1,25,677.1,34,590.4,13
160003629467,35134806,626.7,22,706.3,31,652,28,729.3,25
160003630854,35563006,611.3,23,689.3,32,672.3,33,565.5,13
160003623252,35134806,554,20,694.6,31,647,28,801.3,30
160003718040,35134806,684.3,33,645.2,24,663.1,33,975.3,43
160003783823,35134806,636.7,26,760,38,596.8,20,922.6,40
160003859684,35563006,634.3,26,631.9,24,612.4,26,581.7,13
160003543101,35134806,515.6,12,746.3,38,555.4,20,560,16
160003477435,35286187,643.1,26,693.5,32,676.6,33,652.9,19
160003626723,35134806,670.3,28,717.8,34,652,29,800.6,30
