NU_INSCRICAO,CO_ESCOLA,NU_NOTA_CH,NU_ACERTOS_CH,NU_NOTA_CN,NU_ACERTOS_CN,NU_NOTA_LC,NU_ACERTOS_LC,NU_NOTA_MT,NU_ACERTOS_MT
150001064010,35134806,651.1,29,696.1,30,584.3,26,642,18
150001135245,35134806,667.9,33,722.3,36,645.2,33,922.9,38
150001141363,35134806,695,33,625,19,671.2,36,900.3,37
150001163659,35134806,623.5,26,706.6,33,595.2,29,667.1,18
150001179406,35134806,667.4,32,606,19,620.6,30,803.2,28
150001181992,35134806,693.5,36,745.9,37,629.3,30,482.2,15
150001202741,35134806,630.5,28,684.3,27,583.6,26,850.1,32
150001196701,35134806,650.2,29,578.7,18,624.6,30,808.5,29
150001179582,35286187,628.6,26,674.3,28,557.4,21,742.2,23
150001188415,35286187,720.9,37,624.3,20,657.3,37,657,18
150001163922,35134806,657.2,29,691.1,31,605.5,30,863.3,33
150001198636,35134806,702.6,35,641.3,26,621.3,33,772.8,28
150001231338,35134806,617,26,664.5,24,598.5,28,773.3,26
150001241149,35134806,685,35,604.1,19,598.9,29,856.9,34
150001231276,35286187,667.5,32,663.5,25,630.2,30,733,25
150001245305,35134806,668.2,31,678,29,639.8,32,696.6,20
150001223541,35286187,706.3,35,650.9,25,678,36,920.9,38
150001268816,35134806,616.4,24,698.8,31,575.8,28,794.5,27
150001217605,35134806,632.2,28,537.4,12,599.3,28,756.7,27
150001260035,35286187,659.6,30,577.4,18,615.8,29,782,29
150001210818,35286187,637.9,27,634,23,587.3,24,422,12
150001243062,35286187,643.1,28,764.3,36,621,31,704.6,21
150001224716,35563006,676.9,34,665.3,29,680.2,38,969.3,40
150001248095,35134806,696.7,34,699.1,30,657.4,34,823.3,31
150001101979,35134806,680.7,32,689.4,32,596.1,27,756.2,25
150001284625,35134806,646.7,29,612,19,618.3,29,721.1,26
150001218043,35134806,651.7,28,621.2,20,529.6,20,519.6,13
150001294177,35134806,667.9,32,696,29,627.8,31,674.5,18
150001363776,35134806,676.2,32,687.1,30,568.7,25,798.9,27
150001272914,35134806,669.1,31,732.3,36,598.7,31,688.8,20
150001379142,35286187,715.4,37,689.7,28,640.2,33,697.8,21
150001312323,35286187,673.2,34,608,20,625.8,32,896.6,35
150001330813,35134806,732.2,39,600.4,18,685.2,36,800.8,30
150001395512,35286187,676,33,650.9,24,674.8,34,715.2,24
150001327306,35134806,681.8,33,701.3,32,619.9,29,708.5,22
150001418901,35286187,707.8,36,587.9,18,640.3,33,724.6,25
150001500422,35286187,651.1,28,752.8,38,694.8,37,408.2,9
150001522157,35134806,693.7,35,621.1,22,592.4,26,742.7,25
150001618675,35134806,637.3,28,669.7,27,644.8,34,807.1,31
150001690405,35134806,665.8,31,614.8,19,641.3,33,798.9,31
150001643217,35134806,644.4,26,676.2,27,602.5,30,644,19
150001660394,35134806,653.5,27,674.5,25,655.4,33,493.5,12
150001712194,35286187,683.7,35,574.9,20,620.4,34,717.8,27
150001709751,35134806,654.8,28,625.9,22,609.5,27,803.1,32
150001675109,35134806,674.4,33,682.1,29,620.5,30,878.8,35
150001708933,35134806,635.2,29,712.2,31,645,33,771.3,27
150001659484,35286187,672.5,33,594.5,19,573.2,24,617.4,16
150001654296,35134806,667.8,32,588.7,19,616.2,30,870.2,34
150001700966,35134806,670.1,32,670.7,24,599.2,29,885.6,35
150001723661,35134806,734.7,39,645.1,24,590,26,826.3,32
150001671793,35134806,698.1,35,650.8,24,583.2,27,685.6,22
150001686252,35286187,724.7,39,675.4,27,633.7,32,575.9,15
150001650081,35563006,693.2,34,561.5,17,591.1,27,824.2,32
150001734756,35134806,666.2,32,729.9,34,651.3,34,678.3,21
150001734118,35134806,624.1,25,762,39,682.1,37,800.3,31
150001703028,35134806,630.4,25,700,32,618.6,32,728.2,24
150001747099,35286187,675.2,31,597.2,19,590.3,25,797.6,30
150001772309,35134806,651.7,29,639.1,23,638.6,33,758.7,27
150001775236,35134806,585.3,20,714.3,31,618.7,31,552.4,19
150001765685,35134806,692.5,35,624.5,22,561.1,23,762.5,24
150001782830,35134806,693,35,649.9,23,584,25,758.8,26
150001762874,35134806,661.1,31,698.6,30,658.1,36,794.4,29
150001749222,35286187,640.3,28,682.6,30,615.6,30,663.6,21
150001824976,35134806,652.6,30,614.4,23,683.9,37,872.9,34
150001844761,35134806,636.6,26,674,26,660.7,37,798.4,28
150001852087,35134806,694.4,36,654.3,24,588.5,24,701.4,24
150001838164,35134806,676.1,34,598.1,20,593.4,31,872.3,36
150001825340,35134806,623.4,24,673.5,26,682.5,37,629.7,20
150001848738,35134806,706.6,36,669.8,26,624.7,32,827.2,30
150001925733,35134806,664.8,30,527.4,14,531.4,19,819.3,32
150001870929,35134806,696.6,34,724.4,35,658.8,34,778.4,28
150001870530,35134806,671.9,32,651.4,26,610.7,29,681.9,20
150001864433,35134806,696.5,34,658,27,670.7,36,666,20
150001955431,35134806,650.8,30,655.1,27,648.4,32,783.4,29
150001944100,35134806,659.9,29,723.9,34,662.9,35,741.5,24
150001970420,35134806,642.2,26,617.3,21,648.6,31,887.3,35
150001872018,35134806,666.9,29,627.1,22,599.4,26,792,29
150001930224,35134806,686.3,35,608.9,20,615.9,31,695.5,20
150001946784,35134806,666.4,31,619.2,21,606.7,28,701.6,23
150001925951,35134806,663.4,30,650.4,25,639,33,815.7,28
150001999222,35134806,684.1,32,670.6,26,567,21,621.3,15
150002008176,35134806,635.1,27,694.1,29,714.3,38,638.6,20
150001984151,35134806,642.5,27,612.8,20,592.9,27,595.1,16
150002091047,35134806,693.1,34,741.1,38,585,27,722.6,25
150001969723,35134806,677.7,32,654,24,612.8,32,822.4,31
150001999321,35286187,625.4,27,610.3,20,578.3,29,697.3,20
150001937634,35134806,669.7,30,666.4,26,619.7,31,737.7,26
150001940372,35134806,697.6,35,665.8,28,610.5,31,784.1,28
150001997303,35134806,636.5,26,564.4,17,653.8,34,714.3,22
150001901722,35134806,685.5,35,650.8,26,558.7,22,992.2,41
150002012361,35134806,586.2,18,512.7,13,677.3,36,756.7,26
150002020110,35134806,648.3,30,635.4,22,574.2,25,803.4,28
150002013227,35286187,647.8,28,640.2,22,579,25,843,33
150001901923,35286187,710.5,36,690.5,30,619.2,30,672.5,21
150002067174,35134806,673.7,31,727.9,36,650,33,850,33
150002054245,35134806,662.8,32,620.4,21,696.9,36,694.7,21
150001946118,35134806,620.5,26,580.3,17,670.8,35,750.8,23
150001999583,35286187,663.8,31,590.9,18,623.6,31,733.2,26
150002022952,35134806,722.5,37,657.3,26,639.5,32,738.9,25
150002017811,35134806,684.2,34,717.2,34,702.6,38,669.2,20
150002065517,35286187,679.4,33,807,40,668.1,37,638.4,19
150002053001,35134806,701.4,37,679.7,27,687.1,38,813.9,31
150002067361,35134806,675.9,34,696.1,29,658.5,33,749.1,25
150001974940,35134806,732.1,38,652.4,25,611,29,734.5,25
150002043462,35286187,710.1,36,670.9,26,617.3,29,754.5,25
150002023994,35134806,652.7,30,677.4,27,590.4,28,691.1,20
150001946216,35286187,683.1,33,620.7,21,588.9,27,738.8,26
150001991380,35286187,627.6,27,656.9,26,638.7,33,667.2,16
150002028267,35134806,709.4,37,637,21,631.6,32,773.5,26
150001950675,35134806,632.5,27,660.5,27,602.1,28,608.1,15
150002162180,35286187,657.7,31,608.3,16,587.4,24,741.8,25
150002006955,35134806,670.3,32,614.2,20,625.7,30,773.4,28
150002120262,35134806,696.4,34,670.1,28,665.9,37,793,29
150001984429,35134806,633.7,30,675.3,28,618.5,32,715.7,21
150002088801,35286187,684.8,34,664.6,26,660.3,34,773.1,26
150002075829,35563006,695.9,35,609.5,19,632.8,31,964.6,39
150002030910,35134806,647.1,27,627.1,22,625.4,30,855.9,32
150002094027,35134806,597.8,22,614.2,21,556.9,25,789.3,28
150001946446,35134806,725.4,38,540.7,16,650.4,33,588,14
150002034608,35286187,689,36,675.4,29,624.7,32,504,12
150002027737,35134806,656.7,31,687.7,30,609.5,28,775.1,28
150002126337,35134806,643.8,28,640.3,22,676.2,36,608,17
150002086528,35134806,674,31,617.4,20,619.2,30,716.2,23
150002074375,35134806,688.8,34,734.6,37,657.9,33,843.6,33
150002027766,35134806,681.8,33,639.9,25,588,30,722.4,22
150002126220,35134806,726.2,39,758.1,33,707.6,39,896.6,36
150002034865,35134806,714.5,38,715.8,34,667.8,35,615.2,20
150002111848,35134806,719.8,37,653.3,23,636.4,32,656,20
150001982270,35134806,649.8,28,629.9,22,611.4,31,825.6,31
150002074551,35286187,624.5,26,582.9,17,544.5,20,744.8,24
150001889211,35134806,645.4,30,627.4,22,608.7,29,417.5,6
150002121534,35134806,657.9,29,587.2,18,505,16,471.6,13
150002154189,35286187,637.4,24,595.3,17,671.4,34,867.4,35
150002150650,35134806,673,32,682.5,30,662.2,35,962.5,40
150002075515,35134806,680,33,658.1,26,679.7,36,832.1,30
150002127578,35563006,712.8,37,731.8,36,596,29,797.6,28
150002130165,35134806,720,39,617.9,23,604.8,30,857.7,32
150002112021,35134806,639,28,634.9,23,592.9,26,930.8,40
150002116439,35134806,688.7,35,675.3,31,602.4,29,806.1,30
150002135554,35134806,699.1,36,643.7,25,603.1,26,823.4,32
150002129477,35134806,627.3,27,558.3,15,619.1,30,612.8,15
150002132072,35134806,709.8,36,635.8,22,539.3,21,556.5,17
150002163660,35134806,695.7,35,533.7,16,673.5,35,791.2,28
150002108693,35134806,622,25,778.6,39,609.5,29,678.9,22
150002151220,35134806,715.4,35,822.9,41,656.2,35,775.7,27
150002136613,35134806,699.5,35,721.8,34,437,12,728.4,23
150002189252,35286187,703.5,36,566.2,20,635.6,33,875,33
150002170868,35134806,603.3,21,623.1,20,623.8,29,582.9,17
150002120163,35134806,656.1,29,745,38,550.6,24,743.4,24
150002212890,35134806,671.5,32,649.9,25,683.4,36,791.9,29
150002214635,35134806,659.2,31,743.3,37,622.6,32,633.2,22
150002223259,35134806,694.6,35,645.1,23,647.3,31,667.5,20
150002243472,35134806,674.8,33,592.3,19,588.6,26,796.6,30
150002400582,35134806,674.1,32,628.3,23,647.1,34,716.6,21
150002204854,35286187,656.2,30,622.2,22,585.2,27,608.6,17
150002107660,35134806,730.9,38,673,27,623.8,33,796.9,29
150002273339,35563006,717.2,37,678.1,26,578.4,23,715.5,21
150002400002,35286187,655.9,28,684.1,29,582,25,590.6,14
150002348643,35134806,668.1,32,641.3,22,690,36,805.8,30
150002308355,35134806,658.5,29,782.3,40,614.9,32,861.9,34
150002429329,35286187,712.5,38,637.9,25,649.3,33,707.7,22
150002163343,35134806,593.6,23,646.2,25,639.8,33,678.4,23
150002424268,35286187,665.2,30,706.9,34,520.6,18,975,39
150002358609,35134806,720.5,39,655.3,24,585.4,27,645,20
150002416778,35134806,681.6,35,470.6,10,678.1,36,964.9,39
150002436860,35134806,623.4,27,761.1,38,616.9,29,846.6,35
150002430827,35134806,652,29,635.4,22,644.7,31,718.3,23
150002477306,35286187,707.5,36,641.2,20,599.7,33,437,8
150002509572,35134806,692.8,35,703.4,33,601.9,26,785.8,29
150002470416,35286187,683.8,33,678.6,29,646.2,34,548.8,14
150002472459,35134806,678.6,33,534.4,13,642.5,32,717.1,23
150002448775,35134806,611.5,23,735.2,34,588.9,27,704.8,23
150002494930,35134806,690.6,35,700.3,32,625.9,31,714.8,23
150002492242,35286187,702.3,37,602.6,19,668.7,36,708.1,23
150002520882,35286187,655.9,30,762.7,41,604.3,32,845.9,34
150002464641,35134806,691.3,35,653.8,27,695,37,658.4,19
150002505119,35286187,722.7,38,782.7,40,597.9,29,701.7,21
150002461240,35134806,677.6,31,696.9,33,568.7,25,803.3,30
150002470019,35286187,719,38,654.2,26,541.2,19,666.4,20
150002477969,35286187,690.2,34,590.1,18,611.3,29,789.8,29
150002478860,35134806,652.7,29,648.2,26,620.2,30,907.1,36
150002446390,35134806,562,19,605.2,22,652.3,33,757.1,26
150002448216,35134806,667.1,33,484.8,15,606,28,583.7,17
150002510761,35134806,637.4,27,672.3,29,577.7,26,886,36
150002550484,35134806,632.4,26,628.8,21,622.7,29,966.5,39
150002503939,35134806,665.2,31,593.2,20,666.6,34,823.6,31
150002549645,35134806,621.3,25,781.5,41,585.2,25,782.9,28
150002501417,35134806,645.5,29,637.4,24,585.2,26,505.9,13
150002497023,35134806,686.5,35,635.7,21,592.1,28,818.2,31
150002525599,35134806,640.7,27,623.5,21,564.1,23,712.1,23
150002503185,35134806,657.9,32,685.6,32,600.3,29,783.8,31
150002568884,35134806,638.6,28,540.8,14,671,35,814.1,31
150002595762,35134806,622,24,660.8,26,732.1,40,952.4,39
150002596065,35134806,572.4,20,744.8,40,615.6,30,766,27
150002555164,35134806,622.9,24,750,39,610.3,29,794.8,30
150002609112,35286187,700.7,36,700.8,31,650.6,34,676.4,20
150002609245,35134806,724.7,39,512.3,14,678.6,37,732.7,23
150002596866,35134806,730,38,742.4,36,624.2,29,745.5,25
150002530188,35286187,658.3,31,740.1,39,624.7,29,726.8,27
150002570256,35134806,729.3,37,679.5,26,635.3,32,658.8,20
150002594792,35563006,711.2,38,708,32,564,25,742.4,26
150002610491,35134806,687,33,596.4,19,621.3,30,796.6,32
150002533938,35134806,721.4,36,650,24,533.4,19,843.2,34
150002573961,35134806,651.5,31,664.2,28,545,22,803.7,29
150002557824,35134806,642.2,25,541.9,12,466.9,15,696.9,20
150002563093,35134806,676.1,33,703.7,32,621.4,34,820.6,29
150002628121,35134806,587,20,653.3,27,607.4,31,916.5,38
150002622292,35134806,598.5,23,722.4,35,603.8,27,779.5,28
150002577096,35286187,612.9,22,644.2,25,574.8,23,812.7,33
150002562467,35134806,737.4,40,688.2,29,622,30,682.2,20
150002628273,35134806,688.6,33,543.3,17,648.1,35,721.8,23
150002641566,35134806,640.3,29,679.3,27,655.2,35,808.3,31
