NU_INSCRICAO,CO_ESCOLA,NU_ACERTOS_CH,NU_ACERTOS_CN,NU_ACERTOS_LC,NU_ACERTOS_MT
150001188415,35286187,37,20,37,18
150001163922,35134806,29,31,30,33
150001198636,35134806,35,26,33,28
150001231338,35134806,26,24,28,26
150001241149,35134806,35,19,29,34
150001231276,35286187,32,25,30,25
150001245305,35134806,31,29,32,20
150001223541,35286187,35,25,36,38
150001268816,35134806,24,31,28,27
150001217605,35134806,28,12,28,27
150001260035,35286187,30,18,29,29
150001210818,35286187,27,23,24,12
150001243062,35286187,28,36,31,21
150001224716,35563006,34,29,38,40
150001248095,35134806,34,30,34,31
150001101979,35134806,32,32,27,25
150001284625,35134806,29,19,29,26
150001218043,35134806,28,20,20,13
150001294177,35134806,32,29,31,18
150001363776,35134806,32,30,25,27
150001272914,35134806,31,36,31,20
150001379142,35286187,37,28,33,21
150001312323,35286187,34,20,32,35
150001330813,35134806,39,18,36,30
150001395512,35286187,33,24,34,24
150001327306,35134806,33,32,29,22
150001418901,35286187,36,18,33,25
150001500422,35286187,28,38,37,9
150001522157,35134806,35,22,26,25
150001618675,35134806,28,27,34,31
150001690405,35134806,31,19,33,31
150001643217,35134806,26,27,30,19
150001660394,35134806,27,25,33,12
150001712194,35286187,35,20,34,27
150001709751,35134806,28,22,27,32
150001675109,35134806,33,29,30,35
150001708933,35134806,29,31,33,27
150001659484,35286187,33,19,24,16
150001654296,35134806,32,19,30,34
150001700966,35134806,32,24,29,35
150001723661,35134806,39,24,26,32
150001671793,35134806,35,24,27,22
150001686252,35286187,39,27,32,15
150001650081,35563006,34,17,27,32
150001734756,35134806,32,34,34,21
150001734118,35134806,25,39,37,31
150001703028,35134806,25,32,32,24
150001747099,35286187,31,19,25,30
150001772309,35134806,29,23,33,27
150001775236,35134806,20,31,31,19
150001765685,35134806,35,22,23,24
150001782830,35134806,35,23,25,26
150001762874,35134806,31,30,36,29
150001749222,35286187,28,30,30,21
150001824976,35134806,30,23,37,34
150001844761,35134806,26,26,37,28
150001852087,35134806,36,24,24,24
150001838164,35134806,34,20,31,36
150001825340,35134806,24,26,37,20
150001848738,35134806,36,26,32,30
150001925733,35134806,30,14,19,32
150001870929,35134806,34,35,34,28
150001870530,35134806,32,26,29,20
150001864433,35134806,34,27,36,20
150001955431,35134806,30,27,32,29
150001944100,35134806,29,34,35,24
150001970420,35134806,26,21,31,35
150001872018,35134806,29,22,26,29
150001930224,35134806,35,20,31,20
150001946784,35134806,31,21,28,23
150001925951,35134806,30,25,33,28
150001999222,35134806,32,26,21,15
150002008176,35134806,27,29,38,20
150001984151,35134806,27,20,27,16
150002091047,35134806,34,38,27,25
150001969723,35134806,32,24,32,31
150001999321,35286187,27,20,29,20
150001937634,35134806,30,26,31,26
150001940372,35134806,35,28,31,28
150001997303,35134806,26,17,34,22
150001901722,35134806,35,26,22,41
150002012361,35134806,18,13,36,26
150002020110,35134806,30,22,25,28
150002013227,35286187,28,22,25,33
150001901923,35286187,36,30,30,21
150002067174,35134806,31,36,33,33
150002054245,35134806,32,21,36,21
150001946118,35134806,26,17,35,23
150001999583,35286187,31,18,31,26
150002022952,35134806,37,26,32,25
150002017811,35134806,34,34,38,20
150002065517,35286187,33,40,37,19
150002053001,35134806,37,27,38,31
150002067361,35134806,34,29,33,25
150001974940,35134806,38,25,29,25
150002043462,35286187,36,26,29,25
150002023994,35134806,30,27,28,20
150001946216,35286187,33,21,27,26
150001991380,35286187,27,26,33,16
150002028267,35134806,37,21,32,26
150001950675,35134806,27,27,28,15
150002162180,35286187,31,16,24,25
150002006955,35134806,32,20,30,28
150002120262,35134806,34,28,37,29
150001984429,35134806,30,28,32,21
150002088801,35286187,34,26,34,26
150002075829,35563006,35,19,31,39
150002030910,35134806,27,22,30,32
150002094027,35134806,22,21,25,28
150001946446,35134806,38,16,33,14
150002034608,35286187,36,29,32,12
150002027737,35134806,31,30,28,28
150002126337,35134806,28,22,36,17
150002086528,35134806,31,20,30,23
150002074375,35134806,34,37,33,33
150002027766,35134806,33,25,30,22
150002126220,35134806,39,33,39,36
150002034865,35134806,38,34,35,20
150002111848,35134806,37,23,32,20
150001982270,35134806,28,22,31,31
150002074551,35286187,26,17,20,24
150001889211,35134806,30,22,29,6
150002121534,35134806,29,18,16,13
150002154189,35286187,24,17,34,35
150002150650,35134806,32,30,35,40
150002075515,35134806,33,26,36,30
150002127578,35563006,37,36,29,28
150002130165,35134806,39,23,30,32
150002112021,35134806,28,23,26,40
150002116439,35134806,35,31,29,30
150002135554,35134806,36,25,26,32
150002129477,35134806,27,15,30,15
150002132072,35134806,36,22,21,17
150002163660,35134806,35,16,35,28
150002108693,35134806,25,39,29,22
150002151220,35134806,35,41,35,27
150002136613,35134806,35,34,12,23
150002189252,35286187,36,20,33,33
150002170868,35134806,21,20,29,17
150002120163,35134806,29,38,24,24
150002212890,35134806,32,25,36,29
150002214635,35134806,31,37,32,22
150002223259,35134806,35,23,31,20
150002243472,35134806,33,19,26,30
150002400582,35134806,32,23,34,21
150002204854,35286187,30,22,27,17
150002107660,35134806,38,27,33,29
150002273339,35563006,37,26,23,21
150002400002,35286187,28,29,25,14
150002348643,35134806,32,22,36,30
150002308355,35134806,29,40,32,34
150002429329,35286187,38,25,33,22
150002163343,35134806,23,25,33,23
150002424268,35286187,30,34,18,39
150002358609,35134806,39,24,27,20
150002416778,35134806,35,10,36,39
150002436860,35134806,27,38,29,35
150002430827,35134806,29,22,31,23
150002477306,35286187,36,20,33,8
150002509572,35134806,35,33,26,29
150002470416,35286187,33,29,34,14
150002472459,35134806,33,13,32,23
150002448775,35134806,23,34,27,23
150002494930,35134806,35,32,31,23
150002492242,35286187,37,19,36,23
150002520882,35286187,30,41,32,34
150002464641,35134806,35,27,37,19
150002505119,35286187,38,40,29,21
150002461240,35134806,31,33,25,30
150002470019,35286187,38,26,19,20
150002477969,35286187,34,18,29,29
150002478860,35134806,29,26,30,36
150002446390,35134806,19,22,33,26
150002448216,35134806,33,15,28,17
150002510761,35134806,27,29,26,36
150002550484,35134806,26,21,29,39
150002503939,35134806,31,20,34,31
150002549645,35134806,25,41,25,28
150002501417,35134806,29,24,26,13
150002497023,35134806,35,21,28,31
150002525599,35134806,27,21,23,23
150002503185,35134806,32,32,29,31
150002568884,35134806,28,14,35,31
150002595762,35134806,24,26,40,39
150002596065,35134806,20,40,30,27
150002555164,35134806,24,39,29,30
150002609112,35286187,36,31,34,20
150002609245,35134806,39,14,37,23
150002596866,35134806,38,36,29,25
150002530188,35286187,31,39,29,27
150002570256,35134806,37,26,32,20
150002594792,35563006,38,32,25,26
150002610491,35134806,33,19,30,32
150002533938,35134806,36,24,19,34
150002573961,35134806,31,28,22,29
150002557824,35134806,25,12,15,20
150002563093,35134806,33,32,34,29
150002628121,35134806,20,27,31,38
150002622292,35134806,23,35,27,28
150002577096,35286187,22,25,23,33
150002562467,35134806,40,29,30,20
150002628273,35134806,33,17,35,23
150002641566,35134806,29,27,35,31
150002571951,35286187,30,36,28,35
150002586595,35134806,34,27,29,26
150002587716,35134806,35,27,32,26
150002640945,35286187,22,29,36,17
150002627812,35134806,30,29,32,28
150002634047,35134806,31,38,28,36
150002593099,35563006,35,22,27,17
150002642866,35134806,31,21,32,40
150002634777,35134806,27,34,29,22
150002664763,35134806,29,15,21,25
150002640320,35134806,27,38,37,25
150002650917,35563006,36,19,32,13
150002686419,35134806,20,33,22,19
150002648328,35286187,39,29,35,26
150002691232,35134806,39,27,24,15
150002694945,35134806,29,18,31,19
150002693998,35286187,24,40,30,35
150002711887,35134806,37,15,25,41
150002734472,35134806,24,23,23,17
150002736682,35134806,29,35,26,35
150002704302,35134806,32,15,25,38
150002735371,35286187,28,15,35,33
150002741114,35286187,30,37,25,27
150002773149,35563006,26,18,32,24
150002773066,35134806,21,39,35,31
150002744123,35563006,41,23,31,28
150002760166,35134806,19,19,29,29
150002752341,35134806,23,21,36,26
150002784778,35286187,39,13,26,27
150002796390,35286187,26,21,19,28
150002820107,35134806,30,38,29,29
150002781070,35286187,38,14,33,27
150002765709,35286187,26,14,30,18
150002819558,35134806,16,32,32,24
150002786717,35134806,32,37,26,32
150002807557,35563006,34,20,28,25
150002806776,35134806,29,33,29,29
150002843279,35134806,29,30,23,24
150002785011,35563006,36,26,27,33
150002824930,35134806,28,24,25,27
150002823199,35134806,28,27,16,20
150002813898,35134806,22,21,35,26
150002810360,35134806,30,26,33,22
150002814820,35134806,30,23,31,23
150002828674,35134806,23,28,37,36
150002830643,35134806,28,31,31,28
150002880702,35134806,29,31,27,12
150002904657,35134806,37,23,25,22
150002855768,35134806,34,15,28,38
150002854658,35134806,34,26,35,26
150002881811,35134806,35,36,36,24
150002856728,35134806,29,36,26,24
150002854111,35134806,31,35,34,28
150002858524,35563006,33,19,31,29
150002845229,35134806,29,31,35,32
150002895905,35134806,34,37,38,25
150002856881,35134806,25,33,39,35
150002879376,35134806,42,18,27,29
150002903600,35134806,40,33,32,24
150002867110,35286187,37,18,21,33
150002931481,35134806,39,27,26,29
150002895790,35563006,41,25,37,13
150002867382,35286187,30,20,17,13
150002867408,35286187,35,39,26,24
150002930671,35134806,29,35,35,31
150002933473,35286187,37,28,30,32
150002937745,35134806,37,17,35,29
150002915610,35286187,27,34,32,25
150002951275,35134806,18,21,34,26
150002920602,35134806,41,18,37,20
150002986986,35134806,33,29,37,20
150002978801,35134806,32,29,27,25
150002969826,35286187,36,31,36,15
150002923790,35286187,29,30,32,34
150002935473,35563006,37,20,36,36
150002933750,35286187,39,28,19,38
150002972808,35134806,25,34,36,25
150003013842,35286187,35,32,25,25
150002984560,35134806,34,27,29,35
150002973737,35134806,38,32,28,32
150002963455,35563006,29,15,31,35
150002953607,35286187,31,21,38,30
150003023252,35286187,29,20,32,22
150003054852,35286187,29,33,28,26
150003022475,35134806,23,22,34,25
150003022083,35134806,31,33,34,27
150003045307,35563006,39,18,28,28
150003056968,35134806,32,30,30,35
150003055743,35286187,24,28,32,35
150003012432,35134806,29,22,33,26
150003038483,35134806,33,29,40,27
150003007641,35563006,28,39,30,24
150003034307,35134806,28,35,29,18
150003054108,35134806,26,34,36,28
150003086847,35134806,34,27,32,15
150003022228,35286187,39,33,27,27
150003064085,35134806,31,32,33,34
150003062241,35134806,29,30,34,22
150003032752,35286187,34,27,33,19
150003086312,35286187,34,29,20,28
150003020038,35134806,28,16,34,12
150003045845,35134806,36,26,31,19
150003046720,35134806,35,34,35,26
150003068038,35134806,33,23,26,21
150003065299,35134806,27,31,34,26
150003064997,35134806,38,36,30,31
150003101477,35134806,23,31,36,17
150003025874,35134806,40,35,28,27
150003139392,35134806,36,12,32,18
150003069224,35134806,37,25,26,39
150002995230,35134806,40,19,31,21
150003105681,35134806,33,29,27,24
150003098444,35134806,21,23,30,36
150003101904,35286187,27,22,34,18
150003131545,35134806,35,31,18,41
150003118106,35286187,35,26,33,14
150003077854,35134806,30,13,27,30
150003109154,35134806,28,30,30,8
150003078376,35286187,36,23,34,18
150003139567,35563006,34,33,30,29
150003135665,35134806,21,24,29,34
150003089345,35134806,27,20,35,20
150003081860,35134806,31,30,29,34
150003082976,35134806,35,19,33,25
150003113376,35134806,27,27,25,38
150003126618,35134806,26,17,36,20
150003156232,35134806,29,14,22,34
150003098181,35134806,32,39,33,29
150003116730,35286187,36,15,35,31
150003111236,35134806,32,19,18,16
150003093918,35134806,33,34,40,21
150003180732,35134806,27,14,26,39
150003164019,35134806,37,14,33,35
150003165642,35134806,16,31,20,25
150003152793,35286187,30,18,21,15
150003186546,35563006,40,12,22,27
150003134394,35134806,15,18,35,28
150003138770,35134806,35,29,27,32
150003172016,35134806,22,9,28,26
150003129275,35134806,26,22,34,30
150003133697,35134806,18,34,39,36
150003148528,35134806,27,31,29,17
150003113023,35134806,37,30,27,32
150003166209,35134806,27,43,37,30
150003168816,35134806,32,14,33,21
150003168847,35563006,35,25,34,32
150003149761,35134806,28,34,28,12
150003206817,35563006,38,27,31,17
150003158362,35563006,39,36,26,23
150003170644,35134806,25,22,27,29
150003225878,35134806,25,27,33,15
150003212802,35134806,41,31,25,43
150003196480,35286187,30,32,29,25
150003175796,35134806,31,23,30,15
150003175862,35134806,24,27,31,22
150003146303,35134806,25,23,32,19
150003226840,35134806,31,27,36,30
150003173316,35134806,29,39,31,37
150003151631,35134806,29,21,25,37
150003221555,35134806,29,25,34,19
150003211965,35286187,29,28,31,14
150003208851,35286187,30,34,36,24
150003239099,35134806,36,35,33,22
150003230278,35134806,26,31,28,15
150003178688,35134806,36,31,38,17
150003251725,35134806,31,30,32,15
150003184001,35134806,39,32,33,22
150003233073,35134806,30,21,33,28
150003248688,35286187,36,14,27,16
150003179755,35286187,36,15,27,30
150003216149,35563006,37,23,29,18
150003201335,35286187,34,13,38,39
150003292519,35134806,31,40,36,34
150003318626,35134806,29,34,28,40
150003336443,35286187,27,21,27,20
150003365055,35134806,28,25,31,22
150003409992,35286187,19,28,36,24
150003462796,35563006,39,22,37,23
150003411192,35563006,38,39,27,23
150003455553,35286187,29,33,29,22
150003438995,35286187,35,17,32,12
150003558004,35286187,31,20,25,39
150003612378,35134806,38,24,29,27
150003682031,35563006,39,36,35,20
150003564382,35134806,30,38,25,23
150003567866,35286187,27,15,34,23
150003680567,35134806,31,23,32,24
150003668778,35563006,27,29,29,24
150003670335,35134806,29,13,26,39
150003711988,35286187,35,26,23,25
150003677629,35134806,30,33,33,34
150003722883,35134806,36,18,31,22
150003741506,35134806,32,32,32,13
150003719946,35286187,26,25,38,16
150003806877,35134806,31,38,35,25
150003762366,35286187,24,20,30,18
150003815701,35134806,35,37,37,29
150003787247,35134806,31,34,24,18
150003760870,35134806,41,21,23,25
150003764352,35134806,28,12,34,33
150003812469,35563006,29,29,30,28
150003799565,35134806,34,23,34,22
150003781549,35286187,34,25,30,28
150003794443,35134806,23,20,33,25
150003797949,35134806,36,19,33,18
150003841940,35286187,33,34,33,34
150003862434,35134806,25,20,27,20
150003862483,35134806,36,19,27,19
150003811142,35134806,29,23,9,19
150003852240,35134806,33,25,29,27
150003888718,35134806,36,24,25,28
150003863858,35134806,30,23,22,38
150003910832,35134806,24,33,26,16
150003918709,35134806,27,23,36,23
150003955520,35134806,34,19,24,16
150003933076,35286187,23,23,14,26
150003972920,35286187,33,20,36,16
150003987102,35286187,31,21,24,18
150003958777,35134806,39,20,31,20
150004001120,35134806,34,18,23,25
150004010611,35134806,17,37,27,22
150004111224,35134806,38,31,27,25
150004223349,35286187,27,24,37,18
150004278409,35134806,31,28,37,30
150004334421,35134806,31,26,28,25
150004374157,35286187,22,24,38,17
150004287356,35134806,22,18,29,27
150004332948,35134806,40,22,32,14
150004382314,35134806,37,40,18,26
150004326986,35286187,36,38,33,29
150004339194,35286187,33,38,35,31
150004344068,35134806,32,32,23,28
150004341493,35134806,33,25,29,37
150004418398,35134806,34,29,25,15
150004423009,35134806,38,24,30,21
150004375196,35563006,39,32,24,10
150004376911,35134806,24,43,33,21
150004420817,35134806,38,22,29,13
150004420878,35286187,33,21,38,34
150004446490,35134806,37,21,34,26
150004487529,35286187,30,30,32,24
150004474685,35134806,24,19,31,21
150004499654,35134806,34,21,30,22
150004459739,35286187,38,22,35,30
150004493845,35286187,30,16,27,23
150004491430,35286187,31,19,26,21
150004499911,35134806,23,27,33,24
150004487278,35134806,34,26,32,22
150004468532,35134806,30,28,27,26
150004505252,35134806,24,24,31,26
150004480288,35286187,30,19,33,31
150004483086,35286187,36,24,34,17
150004553855,35134806,20,24,34,20
150004720625,35134806,26,17,29,12
150004559601,35286187,34,28,28,31
150004594730,35134806,34,28,23,18
150004594928,35286187,33,35,29,28
150004748114,35286187,35,21,28,20
150005029594,35286187,25,37,24,17
150004889078,35134806,27,26,29,18
150004958833,35134806,28,28,32,26
150004964225,35286187,32,12,9,20
150005067213,35134806,25,20,38,16
150005099172,35134806,34,12,34,30
150005084168,35134806,30,30,31,35
150005050304,35286187,26,18,28,31
150005135961,35134806,36,20,31,15
150005124919,35134806,25,25,30,23
150005173965,35134806,35,17,35,17
150005124189,35134806,23,21,32,17
150005168046,35134806,19,26,27,23
150005204533,35134806,26,21,23,36
150005153667,35134806,39,22,27,23
150005181444,35134806,34,15,17,22
150005258026,35134806,36,18,34,23
150005247970,35134806,28,26,31,21
150005196178,35134806,30,27,35,30
150005218895,35134806,20,22,28,17
150005314527,35134806,31,22,21,32
150005228159,35134806,30,12,29,17
150005225007,35286187,31,25,35,8
